Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,DNAnuals,50,1,4,1,16,12,3,9,0
2.0,NEAN,46,8,7,9,6,9,4,2,14
3.0,Spooky Scary,46,6,11,13,0,6,1,1,15
4.0,Gods Plan Gaming,36,9,2,2,5,5,6,3,1
5.0,Mike wazoski,34,10,0,3,4,1,8,14,0
6.0,Raised By Wolves,28,4,5,7,4,4,3,6,0
7.0,The Dreamers,28,2,1,12,0,2,5,7,0
8.0,Hunter Legends,26,5,5,8,0,3,1,5,3
9.0,DarkRoyalNation,21,3,2,11,0,8,3,4,1
10.0,6ide,16,12,0,5,2,7,3,10,1
11.0,Therealmoxys,12,7,0,4,1,14,0,8,0
12.0,Foo's Gone W1ld,9,13,0,10,0,10,0,13,3
13.0,Ignition Team,6,11,0,6,0,11,0,12,0
14.0,Hardstuck Plat,4,14,0,14,0,13,0,11,0
15.0,Koatl esports,0,0,0,0,0,0,0,0,0
