Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,pub stars,109,1,19,4,14,3,15,1,25
2.0,LNT,65,6,8,1,11,1,14,6,2
3.0,Swanky Boys,32,2,4,13,0,6,1,2,5
4.0,BBC,30,7,3,2,3,5,1,4,2
5.0,Bloodline,23,12,0,7,3,2,3,5,0
6.0,Buds and Beer,22,5,0,3,3,4,0,8,1
7.0,Lethal Legion MX,16,3,2,10,0,7,0,10,0
8.0,UnderWorldGaming,13,4,1,5,0,10,0,12,0
9.0,Gym O Clock,13,13,0,6,0,8,0,3,0
10.0,Best Buddies,12,10,3,14,0,12,3,9,0
11.0,GBK WORLDWIDE,8,8,1,12,0,11,0,7,0
12.0,Veneno sonico,8,9,0,9,1,9,0,11,0
13.0,gibbyhands,7,14,0,8,4,20,0,20,0
14.0,Legacy Nation,2,150,0,11,0,13,0,20,0
