Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,My Neck My Back,103,2,20,1,13,6,10,1,24
2.0,Verticality,64,1,7,3,17,2,8,14,3
3.0,NM,48,10,0,4,6,1,11,3,5
4.0,Them Boiz,34,5,5,11,0,3,5,2,3
5.0,TS,27,3,2,7,2,5,2,6,4
6.0,VHS,26,6,2,8,2,4,6,5,2
7.0,TOAOS GG,18,9,2,5,3,9,1,9,2
8.0,We Better Word,16,7,0,2,2,14,0,13,0
9.0,NA Assault,11,4,0,10,0,12,0,7,0
10.0,Fallen Legacy,10,15,0,12,0,8,0,4,1
11.0,Team XT4,9,14,1,6,0,13,0,8,1
12.0,Aquatik,7,0,0,0,0,7,3,12,0
13.0,Dark Matter,7,11,2,13,0,11,0,10,0
14.0,DaBeehive,5,16,0,9,0,10,0,15,0
15.0,Bandits,4,13,0,15,0,15,0,11,0
16.0,Modern Esports,2,12,0,14,0,16,0,16,0
