Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,TSS,93,1,18,1,12,1,11,3,9
2.0,CLX,59,12,4,3,13,4,12,4,12
3.0,INF,39,8,5,5,4,2,8,9,5
4.0,FROG,38,15,0,4,7,5,3,1,6
5.0,Crusaders,31,2,0,2,0,3,2,5,0
6.0,Tilly Titans,17,13,2,14,0,7,0,2,1
7.0,YND,15,14,0,8,1,8,3,7,3
8.0,Team Savage,15,3,3,10,0,14,0,14,1
9.0,TriCore,14,5,5,9,1,15,0,15,0
10.0,Monke Mode 3B,14,9,1,13,0,6,4,6,0
11.0,Bear Gang,13,6,0,6,0,12,0,8,4
12.0,AEG Esports,11,4,2,15,0,9,0,12,0
13.0,VATOS LOCOS,11,7,0,7,2,11,0,10,0
14.0,Flamingo Gang,5,11,0,12,0,10,0,11,0
15.0,On They Ayy,5,10,0,11,0,13,0,13,0
