Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,BOT,83,8,5,2,8,2,18,1,20
2.0,Yess,64,1,14,6,11,3,9,8,6
3.0,Alliance Esports,50,14,0,1,11,1,6,7,5
4.0,Team vex,24,2,2,3,0,7,1,9,0
5.0,LostBoyz,21,6,4,11,0,12,0,2,3
6.0,Monke,19,5,4,12,2,8,3,14,2
7.0,WASH,19,15,0,4,4,9,0,3,0
8.0,ChamplainEsports,18,4,6,14,0,13,0,4,0
9.0,Red Guardians,15,11,0,8,1,4,2,5,0
10.0,Los Nenuckles,15,3,0,13,0,5,0,10,1
11.0,Bronze Players,14,9,0,5,2,14,3,12,1
12.0,SpiicyBois,11,12,0,7,0,6,0,6,1
13.0,Pehdzeh Ki,7,7,1,15,0,15,0,11,0
14.0,BibisLive,7,10,0,10,0,10,0,15,0
15.0,KING OF HELL,5,13,0,9,0,11,0,13,0
