Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,SXG,111,1,15,2,20,1,18,1,13
2.0,LM,54,3,5,1,5,2,4,4,7
3.0,Vortex CGO,39,2,3,5,4,3,6,5,2
4.0,Melon Hogs,35,7,1,3,6,6,0,2,6
5.0,Phantom Troupe,18,4,6,12,0,12,0,11,4
6.0,Swagnificent,17,8,0,6,2,13,0,3,2
7.0,TAT,16,5,6,11,0,14,0,6,1
8.0,Ron Nation,14,9,1,4,0,11,0,8,3
9.0,Radish Boys,14,11,1,7,2,4,0,9,0
10.0,Madhattergaming,12,6,0,14,0,10,5,13,0
11.0,RAG3,11,10,0,10,0,5,2,14,0
12.0,LA SWAMP DONKIES,9,14,0,9,0,7,0,7,0
13.0,H4GAMING,8,12,1,8,0,9,0,10,0
14.0,BoysRback,0,20,0,20,0,20,0,20,0
15.0,Mexican flame,0,20,0,20,0,20,0,20,0
