Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,MOAN,111,1,8,4,8,1,27,1,27
2.0,zyn,46,4,20,3,7,13,0,4,1
3.0,The Semi Pros,43,3,1,2,9,4,4,5,4
4.0,Shadow Point,33,6,2,1,12,15,0,7,0
5.0,Lunas Superiores,19,11,2,8,0,2,3,8,0
6.0,SAKG Team,19,2,0,7,0,6,0,10,2
7.0,MT Heads,17,7,0,10,0,7,0,2,0
8.0,Deathbox Hunters,16,9,0,12,1,8,1,3,2
9.0,Hollow Purple,14,10,3,5,1,11,0,6,0
10.0,Lonesome Devils,12,12,0,9,0,3,1,11,0
11.0,Team Raven,11,15,0,6,0,5,1,12,1
12.0,UTK Team White,8,5,0,13,0,12,0,9,0
13.0,Suck my thermite,6,8,1,14,0,14,0,14,0
14.0,Canadian Reapers,5,13,0,15,0,10,0,13,0
15.0,KillDealer,5,14,0,11,0,9,0,15,0
16.0,301 Gang,0,20,0,20,0,20,0,20,0
