Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,LF,96,1,17,5,7,1,15,1,17
2.0,Kaged,55,2,6,3,6,2,8,8,8
3.0,RCO,41,10,3,1,7,3,4,4,1
4.0,DoX Rolla,31,11,0,2,8,6,8,14,1
5.0,Iron Giant,29,6,4,4,3,9,0,2,3
6.0,Weekend Warriors,18,4,4,8,2,11,0,7,1
7.0,Lorax,17,13,0,6,1,8,3,5,3
8.0,Abbys Sports,15,8,1,11,0,12,0,3,3
9.0,ControllerLegend,14,5,1,12,2,4,0,12,0
10.0,Siracha,13,3,1,14,1,14,0,9,0
11.0,Ace Team,12,14,0,10,0,7,0,6,3
12.0,KUPP_Esports,11,7,1,13,0,5,1,11,0
13.0,Cuida Tu Mundo,9,9,0,9,0,10,0,10,1
14.0,Remember Reach,6,12,0,7,0,13,0,13,0
15.0,Pog Daddys,0,0,0,0,0,0,0,0,0
