Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,2B1C,67,1,19,13,0,12,0,1,22
2.0,USAE,45,10,0,1,12,2,8,9,0
3.0,LacklusterTalent,36,2,4,10,2,1,6,12,0
4.0,Hi,32,3,1,5,7,6,5,10,3
5.0,UwU Crew,32,6,0,3,9,10,4,3,0
6.0,GearsKidsonApex,25,4,6,12,2,4,5,14,0
7.0,GNR,23,15,0,6,0,5,4,6,8
8.0,BLitLd Revengers,23,9,0,2,6,13,0,4,0
9.0,Kapatillos,21,11,2,9,1,8,0,2,4
10.0,Minus RP,18,7,3,7,0,7,3,7,0
11.0,Aim Botz,13,8,3,4,0,9,0,13,0
12.0,Chowan Esports,12,5,2,14,0,11,0,5,0
13.0,LCU Esports,12,12,0,11,0,3,2,11,0
14.0,Anfield,8,13,0,8,0,14,0,8,2
15.0,Firebirds,1,14,0,0,0,0,0,0,0
