Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,Apparati,0,0,0,0,0,0,0,0,0
2.0,Athena NA,0,0,0,0,0,0,0,0,0
3.0,Club Cobra,0,0,0,0,0,0,0,0,0
4.0,Hooiya,0,0,0,0,0,0,0,0,0
5.0,L1FT,0,0,0,0,0,0,0,0,0
6.0,LM,0,0,0,0,0,0,0,0,0
7.0,Manifest,0,0,0,0,0,0,0,0,0
8.0,MoonStone,0,0,0,0,0,0,0,0,0
9.0,No Rolla Gang,0,0,0,0,0,0,0,0,0
10.0,ROT,0,0,0,0,0,0,0,0,0
11.0,STRIKES,0,0,0,0,0,0,0,0,0
12.0,Spartan Mafia,0,0,0,0,0,0,0,0,0
13.0,Squid Squad,0,0,0,0,0,0,0,0,0
14.0,StunnerShades,0,0,0,0,0,0,0,0,0
15.0,xD,0,0,0,0,0,0,0,0,0
