Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,BW,106,1,17,2,10,2,25,4,19
2.0,DUMPERS,56,13,3,8,8,1,15,5,11
3.0,SDO,45,2,10,1,8,8,2,13,1
4.0,Pickles,41,3,7,13,0,6,1,1,10
5.0,We Lose,24,10,0,3,8,5,0,8,1
6.0,The Goon Squad,14,8,0,4,5,14,0,14,0
7.0,Ibex Legends,14,6,0,5,1,7,0,6,0
8.0,Cerberus,14,15,0,10,0,9,0,2,0
9.0,Under10,12,5,4,11,0,11,0,9,0
10.0,Grizzy,12,11,0,15,0,13,0,3,2
11.0,Chikiwiki,12,7,0,12,0,3,0,11,0
12.0,The Other Guys,11,4,0,7,1,12,0,12,0
13.0,Distruttori Team,10,12,0,14,0,4,1,10,0
14.0,TEAM Workaholics,9,14,0,6,0,10,0,7,0
15.0,The Latino Gang,6,9,0,9,0,15,0,15,0
