Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,En corto Garmers,63,1,11,1,8,2,5,8,4
2.0,SickerThanYoAvg,49,9,3,7,3,1,14,7,9
3.0,Rt66 Bandits,42,6,5,3,1,4,3,1,6
4.0,NotoriousDreams,40,7,7,2,3,3,3,6,5
5.0,TeamDreams,36,2,9,6,10,11,3,14,0
6.0,Conquest Gaming,27,3,3,8,1,13,1,2,3
7.0,ChayKayJay,24,16,0,4,3,9,3,3,4
8.0,Tijuana Piranas,22,13,2,9,5,14,0,5,7
9.0,Titanes,22,4,3,10,3,6,1,4,0
10.0,DFA,14,11,0,5,4,7,0,10,0
11.0,High Dexterity,12,12,0,11,0,5,5,12,0
12.0,MBS,10,8,1,14,0,10,3,15,0
13.0,Passion Squad,10,10,0,12,0,8,0,11,4
14.0,Average Bears,8,5,0,13,0,16,1,9,0
15.0,Good Vibes,6,15,0,15,0,12,2,13,0
16.0,HiPoint,2,14,0,16,0,15,0,16,0
