Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby,Round,P.4,K.4,P.5,K.5
1.0,TREX,62,7,8,2,9,2,11,2,4,Lobby 1,Quarterfinals,,,,
2.0,Sxercise,40,11,4,3,11,3,3,8,5,Lobby 1,Quarterfinals,,,,
3.0,Onl1chance,38,19,2,8,6,15,0,1,15,Lobby 1,Quarterfinals,,,,
4.0,ZBW,38,4,9,1,9,19,0,17,3,Lobby 1,Quarterfinals,,,,
5.0,GOD,38,1,10,19,0,7,0,3,6,Lobby 1,Quarterfinals,,,,
6.0,SYND,32,17,5,14,0,1,11,12,2,Lobby 1,Quarterfinals,,,,
7.0,Uchinix,28,3,4,20,0,8,5,5,6,Lobby 1,Quarterfinals,,,,
8.0,SPIRAL,21,13,0,6,6,4,6,20,0,Lobby 1,Quarterfinals,,,,
9.0,Dark Synergy,19,20,2,11,2,14,3,4,5,Lobby 1,Quarterfinals,,,,
10.0,SPPI,19,9,2,4,4,11,3,9,0,Lobby 1,Quarterfinals,,,,
11.0,F7,19,2,5,15,0,6,0,13,0,Lobby 1,Quarterfinals,,,,
12.0,SKJ,14,12,0,9,0,9,9,19,0,Lobby 1,Quarterfinals,,,,
13.0,ARIS,13,16,0,13,1,5,4,16,3,Lobby 1,Quarterfinals,,,,
14.0,T3W,12,8,2,18,0,16,1,6,4,Lobby 1,Quarterfinals,,,,
15.0,ThatsNotaBoulder,11,10,1,7,3,10,0,18,0,Lobby 1,Quarterfinals,,,,
16.0,DerpSquad,10,15,3,17,0,13,0,10,3,Lobby 1,Quarterfinals,,,,
17.0,Oui,10,18,0,10,4,12,0,7,0,Lobby 1,Quarterfinals,,,,
18.0,Senbonzakura,10,6,0,5,2,20,0,14,0,Lobby 1,Quarterfinals,,,,
19.0,Yes,7,5,2,16,0,18,0,15,0,Lobby 1,Quarterfinals,,,,
20.0,HEXA,6,14,0,12,0,17,3,11,0,Lobby 1,Quarterfinals,,,,
1.0,SJP2,72,1,15,9,6,1,23,19,2,Lobby 2,Quarterfinals,,,,
2.0,SMS,35,2,8,18,0,2,6,7,0,Lobby 2,Quarterfinals,,,,
3.0,Xc,34,4,2,2,8,4,4,12,0,Lobby 2,Quarterfinals,,,,
4.0,LOS,31,3,6,8,0,13,0,2,6,Lobby 2,Quarterfinals,,,,
5.0,Velocity,31,10,1,5,1,15,0,1,10,Lobby 2,Quarterfinals,,,,
6.0,HLDC,30,7,7,6,7,9,5,8,1,Lobby 2,Quarterfinals,,,,
7.0,CRAZYx3,28,5,0,3,11,12,3,11,1,Lobby 2,Quarterfinals,,,,
8.0,TRJ,25,6,0,19,0,5,6,6,9,Lobby 2,Quarterfinals,,,,
9.0,NoToDay,24,19,0,15,2,6,0,3,11,Lobby 2,Quarterfinals,,,,
10.0,CHI,24,15,3,1,5,17,0,10,1,Lobby 2,Quarterfinals,,,,
11.0,21cm,20,8,3,17,3,3,4,15,0,Lobby 2,Quarterfinals,,,,
12.0,VIVIFY,18,16,0,12,0,7,4,4,5,Lobby 2,Quarterfinals,,,,
13.0,Team KST,14,12,0,10,0,14,0,5,6,Lobby 2,Quarterfinals,,,,
14.0,PRSTS,13,11,2,13,2,10,1,13,3,Lobby 2,Quarterfinals,,,,
15.0,1515,10,20,0,4,5,20,0,17,0,Lobby 2,Quarterfinals,,,,
