,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 April 10, 2022 - 15:00 EDTWorld's Edge RAWRXDTEEHEE Void CDE","Round 1 Round 1 April 10, 2022 - 15:00 EDTWorld's Edge RAWRXDTEEHEE Void CDE","Round 2 Round 2 April 10, 2022 - 15:30 EDTWorld's Edge OSU Esports RAWRXDTEEHEE Void","Round 2 Round 2 April 10, 2022 - 15:30 EDTWorld's Edge OSU Esports RAWRXDTEEHEE Void","Round 3 Round 3 April 10, 2022 - 16:00 EDTStorm Point BLVKHVND unORGanized Void","Round 3 Round 3 April 10, 2022 - 16:00 EDTStorm Point BLVKHVND unORGanized Void","Round 4 Round 4 April 10, 2022 - 16:30 EDTStorm Point Prospect Gaming Chadimus Prime OSU Esports","Round 4 Round 4 April 10, 2022 - 16:30 EDTStorm Point Prospect Gaming Chadimus Prime OSU Esports"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K
0,1.0,RAWR,47,1,13,2,6,14,3,7,0
1,2.0,VOID,46,2,4,3,6,3,6,6,4
2,3.0,HVND,41,8,4,9,4,1,16,15,0
3,4.0,PG,41,9,5,7,2,11,5,1,11
4,5.0,UORG,39,7,6,10,6,2,9,9,2
5,6.0,ChadP,33,14,1,5,1,5,2,2,11
6,7.0,OSU Esports,32,6,0,1,7,19,0,3,3
7,8.0,CDE,27,3,6,6,8,12,1,12,0
8,9.0,RDM,22,5,4,8,2,9,6,8,0
9,10.0,CBM,20,13,1,20,0,15,1,5,12
10,11.0,Tuguy,19,4,7,18,1,8,1,10,1
11,12.0,SKSQ,18,12,1,4,6,13,0,13,3
12,13.0,MFAM,16,18,0,16,3,17,3,4,5
13,14.0,cleevlund roxs,12,16,0,14,1,4,2,11,2
14,15.0,MLUL,10,10,1,11,2,6,0,19,1
15,16.0,WKM,10,15,0,12,2,7,2,14,0
16,17.0,ill,6,11,4,15,0,16,0,18,0
17,18.0,ABZ,5,17,0,13,1,18,0,16,3
18,19.0,Shadow Point,3,19,0,17,0,20,0,17,3
19,20.0,RT,2,20,0,19,0,10,0,20,0
