Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby,Round,P.4,K.4,P.5,K.5
1.0,GEMI,66,5,6,4,3,1,7,1,17,Lobby 1,Quarterfinals,,,,
2.0,REVO,54,4,1,1,5,2,13,7,6,Lobby 1,Quarterfinals,,,,
3.0,O2,47,1,10,8,4,3,1,2,2,Lobby 1,Quarterfinals,,,,
4.0,2ND,30,12,1,2,8,9,3,4,1,Lobby 1,Quarterfinals,,,,
5.0,ORC,26,3,5,7,0,10,0,3,2,Lobby 1,Quarterfinals,,,,
6.0,Oasis,22,6,3,6,8,7,1,13,0,Lobby 1,Quarterfinals,,,,
7.0,EVA:E,20,10,0,5,3,8,2,6,4,Lobby 1,Quarterfinals,,,,
8.0,Streamer,19,2,3,11,0,6,1,11,1,Lobby 1,Quarterfinals,,,,
9.0,WG,19,8,0,3,3,5,1,10,0,Lobby 1,Quarterfinals,,,,
10.0,LFTSF,16,9,1,12,0,4,1,5,2,Lobby 1,Quarterfinals,,,,
11.0,JDT,15,13,0,9,3,11,4,8,2,Lobby 1,Quarterfinals,,,,
12.0,BeastMode,13,7,5,10,0,13,0,9,0,Lobby 1,Quarterfinals,,,,
13.0,WW,4,11,0,13,0,12,0,12,0,Lobby 1,Quarterfinals,,,,
1.0,HITBOX,51,4,2,2,6,7,1,1,13,Lobby 2,Quarterfinals,,,,
2.0,DON,36,9,0,1,7,11,0,3,7,Lobby 2,Quarterfinals,,,,
3.0,EGJP,33,3,1,5,1,1,7,12,0,Lobby 2,Quarterfinals,,,,
4.0,Zenith,31,12,0,3,7,4,6,6,2,Lobby 2,Quarterfinals,,,,
5.0,ICHC,30,1,10,11,0,12,0,7,3,Lobby 2,Quarterfinals,,,,
6.0,SYTH,30,7,3,7,3,2,7,8,0,Lobby 2,Quarterfinals,,,,
7.0,AGND,27,2,4,9,2,5,0,4,1,Lobby 2,Quarterfinals,,,,
8.0,NAT,23,6,4,8,4,8,3,5,1,Lobby 2,Quarterfinals,,,,
9.0,LLGS,23,10,1,4,0,10,0,2,4,Lobby 2,Quarterfinals,,,,
10.0,ALT,22,5,5,10,2,9,3,9,2,Lobby 2,Quarterfinals,,,,
11.0,OC,17,11,0,6,2,3,3,11,0,Lobby 2,Quarterfinals,,,,
12.0,VS,14,8,3,12,0,6,3,10,0,Lobby 2,Quarterfinals,,,,
1.0,KWZ,52,11,0,2,11,2,15,9,5,Lobby 3,Quarterfinals,,,,
2.0,N2H,41,8,0,8,3,1,9,3,6,Lobby 3,Quarterfinals,,,,
3.0,NVS,35,2,3,3,3,9,3,5,4,Lobby 3,Quarterfinals,,,,
4.0,AXIZ,35,6,5,4,2,7,1,1,4,Lobby 3,Quarterfinals,,,,
5.0,HGC,33,7,0,1,6,4,1,6,3,Lobby 3,Quarterfinals,,,,
6.0,TXG,30,1,11,9,3,11,0,12,0,Lobby 3,Quarterfinals,,,,
7.0,ETOLS,29,5,3,11,0,5,2,2,6,Lobby 3,Quarterfinals,,,,
8.0,N1A,23,9,5,6,2,10,3,7,3,Lobby 3,Quarterfinals,,,,
9.0,GEKI,19,3,2,10,0,3,0,13,0,Lobby 3,Quarterfinals,,,,
10.0,RGS,17,4,2,5,2,8,1,11,0,Lobby 3,Quarterfinals,,,,
11.0,CRW,16,13,0,7,6,13,0,8,3,Lobby 3,Quarterfinals,,,,
12.0,VEX,15,10,4,12,0,6,3,10,0,Lobby 3,Quarterfinals,,,,
13.0,ScL,10,12,0,13,0,12,0,4,2,Lobby 3,Quarterfinals,,,,
1.0,NES,65,7,3,1,13,4,6,1,11,Lobby 4,Quarterfinals,,,,
2.0,VMJ,48,5,5,12,0,2,12,2,8,Lobby 4,Quarterfinals,,,,
3.0,Trinity,38,1,2,7,1,1,4,6,1,Lobby 4,Quarterfinals,,,,
4.0,RDNS,32,9,0,3,5,8,2,3,7,Lobby 4,Quarterfinals,,,,
5.0,MIYAM,30,3,6,2,3,12,0,11,3,Lobby 4,Quarterfinals,,,,
6.0,NT,26,2,5,6,0,9,0,8,5,Lobby 4,Quarterfinals,,,,
7.0,KZG,21,4,3,13,0,3,1,5,0,Lobby 4,Quarterfinals,,,,
8.0,STY,18,8,9,8,2,13,0,10,0,Lobby 4,Quarterfinals,,,,
9.0,FAFAFA,18,10,0,5,6,10,2,9,0,Lobby 4,Quarterfinals,,,,
10.0,NEMO,18,6,0,4,2,6,0,4,0,Lobby 4,Quarterfinals,,,,
11.0,PGM,17,11,0,11,2,5,6,7,0,Lobby 4,Quarterfinals,,,,
12.0,NLG,7,12,0,10,0,7,0,13,0,Lobby 4,Quarterfinals,,,,
13.0,ART-G,6,13,0,9,1,11,0,12,0,Lobby 4,Quarterfinals,,,,
1.0,2ND,87,13,0,1,12,1,12,5,7,Lobby 1,Semifinals,14.0,3.0,2.0,14.0
2.0,LLGS,63,4,10,2,10,2,4,4,4,Lobby 1,Semifinals,20.0,1.0,6.0,3.0
3.0,ALT,53,7,7,15,3,15,3,17,1,Lobby 1,Semifinals,1.0,22.0,17.0,0.0
4.0,Oasis,43,14,0,10,2,3,2,1,10,Lobby 1,Semifinals,5.0,2.0,14.0,0.0
5.0,SYTH,42,1,10,12,0,14,1,10,3,Lobby 1,Semifinals,11.0,0.0,3.0,4.0
6.0,NAT,41,2,9,11,0,8,6,9,2,Lobby 1,Semifinals,7.0,2.0,9.0,3.0
7.0,Zenith,40,11,0,3,4,4,5,7,8,Lobby 1,Semifinals,12.0,0.0,4.0,1.0
8.0,AGND,38,15,0,9,1,5,2,12,3,Lobby 1,Semifinals,10.0,1.0,1.0,9.0
9.0,O2,31,17,0,16,0,7,0,13,1,Lobby 1,Semifinals,3.0,10.0,5.0,5.0
10.0,ICHC,31,16,1,6,1,13,3,3,2,Lobby 1,Semifinals,4.0,4.0,7.0,1.0
11.0,WG,28,18,0,8,3,6,4,15,4,Lobby 1,Semifinals,9.0,0.0,12.0,8.0
12.0,REVO,27,5,6,4,5,10,2,19,0,Lobby 1,Semifinals,17.0,3.0,19.0,0.0
13.0,LFTSF,24,8,3,14,0,9,3,11,2,Lobby 1,Semifinals,15.0,2.0,8.0,5.0
14.0,GEMI,23,19,3,17,1,18,2,2,5,Lobby 1,Semifinals,8.0,0.0,11.0,0.0
15.0,Streamer,23,6,0,19,0,16,0,8,1,Lobby 1,Semifinals,2.0,3.0,10.0,3.0
16.0,EGJP,21,3,2,18,3,11,2,20,0,Lobby 1,Semifinals,6.0,3.0,16.0,0.0
17.0,EVA:E,17,10,5,13,3,17,2,14,3,Lobby 1,Semifinals,18.0,0.0,18.0,0.0
18.0,HITBOX,14,20,0,5,4,12,3,16,0,Lobby 1,Semifinals,13.0,0.0,13.0,0.0
19.0,DON,12,9,0,7,6,19,1,18,0,Lobby 1,Semifinals,19.0,0.0,20.0,0.0
20.0,ORC,9,12,0,20,0,20,0,6,1,Lobby 1,Semifinals,16.0,0.0,15.0,3.0
1.0,N1A,78,3,7,6,2,1,12,2,11,Lobby 2,Semifinals,6.0,7.0,10.0,3.0
2.0,NES,65,12,4,3,18,16,2,15,2,Lobby 2,Semifinals,4.0,11.0,5.0,10.0
3.0,RDNS,63,1,12,8,1,7,0,16,0,Lobby 2,Semifinals,2.0,10.0,3.0,7.0
4.0,GEKI,51,9,1,4,6,2,11,20,0,Lobby 2,Semifinals,1.0,5.0,20.0,0.0
5.0,VMJ,50,8,8,2,9,10,6,14,1,Lobby 2,Semifinals,14.0,3.0,9.0,6.0
6.0,KZG,45,10,0,1,10,14,0,3,12,Lobby 2,Semifinals,17.0,0.0,11.0,0.0
7.0,MIYAM,43,4,3,11,2,19,0,1,12,Lobby 2,Semifinals,12.0,5.0,12.0,1.0
8.0,NVS,39,15,0,13,1,20,0,4,4,Lobby 2,Semifinals,7.0,3.0,1.0,9.0
9.0,KWZ,36,16,9,19,0,9,9,5,2,Lobby 2,Semifinals,18.0,1.0,8.0,7.0
10.0,N2H,34,7,6,20,1,5,2,8,3,Lobby 2,Semifinals,5.0,5.0,6.0,1.0
11.0,HGC,32,6,4,7,1,15,4,9,7,Lobby 2,Semifinals,10.0,0.0,14.0,4.0
12.0,AXIZ,23,5,2,12,0,4,2,13,2,Lobby 2,Semifinals,15.0,0.0,7.0,2.0
13.0,RGS,22,18,0,15,0,17,0,7,0,Lobby 2,Semifinals,3.0,1.0,2.0,1.0
14.0,NEMO,19,2,1,14,3,8,0,10,0,Lobby 2,Semifinals,16.0,0.0,13.0,0.0
15.0,TXG,15,11,0,18,0,3,4,11,1,Lobby 2,Semifinals,13.0,0.0,18.0,0.0
16.0,Trinity,13,20,0,17,0,13,1,6,0,Lobby 2,Semifinals,19.0,0.0,4.0,3.0
17.0,ETOLS,12,13,0,5,0,6,1,19,0,Lobby 2,Semifinals,9.0,1.0,16.0,0.0
18.0,FAFAFA,11,17,0,10,4,18,0,12,0,Lobby 2,Semifinals,20.0,0.0,15.0,3.0
19.0,STY,10,19,1,16,0,12,0,18,0,Lobby 2,Semifinals,8.0,6.0,19.0,0.0
20.0,NT,7,14,1,9,0,11,0,17,0,Lobby 2,Semifinals,11.0,1.0,17.0,0.0
1.0,KWZ,128,13,7,3,18,5,7,1,17,Lobby 1,Finals,1.0,18.0,1.0,13.0
2.0,N1A,84,1,11,4,3,1,6,6,3,Lobby 1,Finals,4.0,4.0,5.0,16.0
3.0,LLGS,51,10,0,2,5,8,8,3,1,Lobby 1,Finals,10.0,1.0,2.0,5.0
4.0,ICHC,46,6,5,8,5,4,3,19,3,Lobby 1,Finals,9.0,3.0,6.0,12.0
5.0,NAT,45,2,5,6,4,11,1,17,0,Lobby 1,Finals,3.0,14.0,16.0,1.0
6.0,AGND,44,17,0,1,7,10,0,4,2,Lobby 1,Finals,2.0,0.0,3.0,0.0
7.0,SYTH,38,7,5,13,0,9,7,2,9,Lobby 1,Finals,14.0,0.0,13.0,0.0
8.0,VMJ,35,18,0,5,0,13,0,10,12,Lobby 1,Finals,12.0,5.0,7.0,7.0
9.0,NVS,30,5,1,12,0,6,3,8,0,Lobby 1,Finals,5.0,6.0,4.0,1.0
10.0,GEKI,25,20,0,20,0,2,11,13,0,Lobby 1,Finals,13.0,1.0,10.0,0.0
11.0,ALT,20,15,0,17,3,3,5,7,1,Lobby 1,Finals,20.0,0.0,17.0,0.0
12.0,O2,19,8,6,7,2,7,0,18,0,Lobby 1,Finals,18.0,0.0,18.0,3.0
13.0,MIYAM,17,4,3,9,3,17,0,11,3,Lobby 1,Finals,19.0,0.0,19.0,0.0
14.0,Oasis,17,14,0,19,0,18,3,5,2,Lobby 1,Finals,8.0,4.0,11.0,0.0
15.0,NES,14,12,2,10,7,14,0,16,0,Lobby 1,Finals,17.0,0.0,15.0,0.0
16.0,RDNS,14,16,3,11,2,20,0,14,0,Lobby 1,Finals,7.0,1.0,8.0,1.0
17.0,Zenith,13,9,1,15,0,19,0,9,2,Lobby 1,Finals,11.0,1.0,9.0,1.0
18.0,N2H,13,3,3,14,0,16,1,20,0,Lobby 1,Finals,15.0,0.0,20.0,0.0
19.0,KZG,10,11,3,18,0,12,2,15,1,Lobby 1,Finals,16.0,0.0,14.0,0.0
20.0,2ND,9,19,0,16,0,15,0,12,0,Lobby 1,Finals,6.0,2.0,12.0,1.0
