Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,PRSTS,51,1,12,15,3,5,7,3,5
2.0,HNY,46,2,8,1,12,14,4,16,0
3.0,SPPI,41,9,4,8,3,1,9,7,6
4.0,CHI,39,4,6,10,3,9,2,1,7
5.0,ZBW,30,10,2,2,6,8,3,8,4
6.0,ORCL,27,6,8,13,3,4,3,15,3
7.0,L2S,27,18,3,5,2,2,2,6,4
8.0,1872,25,20,0,19,0,11,7,4,12
9.0,Ferox Sapientia,22,14,0,3,5,13,0,5,4
10.0,SMS,22,3,3,4,4,15,2,20,0
11.0,BLANK,21,8,2,11,2,3,5,10,0
12.0,MantaX,16,16,0,16,0,17,3,2,4
13.0,Arigato 4 pts,15,12,0,7,3,6,2,9,1
14.0,Lucendi,14,5,3,9,4,19,1,19,0
15.0,ATK,13,7,0,18,0,7,7,18,0
16.0,Spacegliders,10,15,0,12,0,12,0,12,6
17.0,Duck Goes Quack,8,19,3,17,3,20,0,13,1
18.0,Whiff Tang,7,11,0,6,1,16,0,14,1
19.0,Kissyourhomies,6,17,2,14,0,10,0,17,1
20.0,Clan Meka,4,13,0,20,0,18,2,11,0
