Standings,TX,72,72
2.0,HeadHunters,45,4
3.0,PG,41,41
4.0,iON,40,40
5.0,WGGxPK,38,38
6.0,MBTN,36,36
7.0,QE.NY,33,33
8.0,South Cartel,22,22
9.0,EVO BERZ,21,21
10.0,Antiaa,15,15
11.0,RJININ,14,14
12.0,StrawberryJam,11,11
13.0,Bot Bot,11,11
14.0,DifferentBreed,10,10
15.0,Team Shinigami,8,8
16.0,Nim Nim Esport,4,4
17.0,BTCxWGG,4,4
18.0,NMLS,2,2
19.0,Tomato town,1,1
20.0,Haiya,1,1
