Standings,GS,59,59
2.0,INF,50,50
3.0,WAT,47,47
4.0,EVOS,45,4
5.0,Estrell,34,34
6.0,uwuXuwu,24,24
7.0,AFxRP Skyrise,23,23
8.0,Dimple Esport,23,23
9.0,RNG,21,21
10.0,Pavlova,19,19
11.0,Suspicious Fools,18,18
12.0,ANgun,11,11
13.0,DSG,11,11
14.0,Elegants,9,9
15.0,YOII,9,9
16.0,DESI,7,7
17.0,Bad Genius,5,5
18.0,Anthem Sygma,1,1
19.0,Joker,0,0
20.0,DDYM,0,0
