Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby
1.0,GOD,70,19,3,3,13,1,11,1,12,Lobby 1
2.0,ETH,57,1,14,2,10,3,3,18,2,Lobby 1
3.0,CLN,51,7,3,1,13,4,7,4,3,Lobby 1
4.0,FC,47,9,2,12,1,2,11,2,12,Lobby 1
5.0,SLAP,35,2,12,11,3,12,2,6,4,Lobby 1
6.0,PXL,26,3,1,4,1,6,6,12,2,Lobby 1
7.0,Pepegi,21,4,8,16,4,11,2,16,1,Lobby 1
8.0,FIRE CLAN,17,16,1,5,0,5,5,7,0,Lobby 1
9.0,LGN,14,18,0,17,2,20,1,5,7,Lobby 1
10.0,Undertaker,14,12,1,8,0,14,4,9,3,Lobby 1
11.0,uwuowoboys,14,6,6,18,0,8,1,15,1,Lobby 1
12.0,Explosion,13,15,0,14,4,19,3,10,2,Lobby 1
13.0,Abysse,13,8,0,19,0,17,0,3,4,Lobby 1
14.0,PepeGurls,11,5,3,16,4,18,0,19,0,Lobby 1
15.0,3 Jabronies,11,17,0,7,2,15,1,8,2,Lobby 1
16.0,NotoriousFamily,8,10,0,15,1,9,1,14,0,Lobby 1
17.0,Chiefs,8,13,0,10,0,10,1,13,1,Lobby 1
18.0,Oui,6,20,1,6,2,16,0,17,0,Lobby 1
19.0,MantaX,6,11,1,13,0,7,0,20,0,Lobby 1
20.0,XDA,6,14,0,9,1,13,0,11,0,Lobby 1
1.0,AAS,68,7,3,1,22,1,16,18,0,Lobby 2
2.0,TD,51,1,8,4,3,14,2,3,13,Lobby 2
3.0,RAT,49,2,11,6,3,3,8,14,7,Lobby 2
4.0,OG,40,5,8,12,3,11,2,1,9,Lobby 2
5.0,NXB,36,10,6,2,3,2,4,11,2,Lobby 2
6.0,MP,28,18,0,18,1,5,2,2,12,Lobby 2
7.0,plei,25,19,0,7,3,4,8,5,2,Lobby 2
8.0,Ween Gang,24,13,0,5,6,8,3,4,3,Lobby 2
9.0,CHI,22,4,3,11,2,7,4,8,2,Lobby 2
10.0,Young Squad,15,3,2,8,2,12,0,12,0,Lobby 2
11.0,USG,14,11,3,10,2,9,3,13,0,Lobby 2
12.0,MOB INT,13,17,0,3,3,13,0,9,0,Lobby 2
13.0,Arise eSport 2,12,6,2,19,0,6,0,7,1,Lobby 2
14.0,NIBL,10,15,0,9,3,19,0,10,2,Lobby 2
15.0,SMS,9,9,0,15,1,10,1,15,1,Lobby 2
16.0,WICKED,8,20,0,13,0,16,3,6,1,Lobby 2
17.0,0219,6,14,2,17,0,17,0,16,3,Lobby 2
18.0,GVG,4,12,3,20,0,20,0,19,0,Lobby 2
19.0,FriendsofBoomers,3,8,0,16,0,15,0,20,0,Lobby 2
20.0,PS_Esport,2,16,0,14,0,18,0,17,1,Lobby 2
1.0,NMS,63,1,16,1,8,17,3,10,10,Lobby 3
2.0,NoFear,44,7,7,10,5,1,7,5,4,Lobby 3
3.0,ORCL,39,2,0,17,0,3,12,2,2,Lobby 3
4.0,DI,33,11,1,2,9,5,6,13,2,Lobby 3
5.0,TOG,29,8,4,9,4,2,5,8,1,Lobby 3
6.0,SPPI,29,12,5,18,1,7,0,1,7,Lobby 3
7.0,ExplosionFusion,28,3,3,8,3,13,0,3,5,Lobby 3
8.0,Back to Lobby,24,4,8,4,6,18,0,18,0,Lobby 3
9.0,UTFT,24,19,0,14,0,4,6,4,7,Lobby 3
10.0,SCBS,24,6,4,3,2,10,3,12,2,Lobby 3
11.0,SPIRAL,18,14,0,7,3,12,5,7,2,Lobby 3
12.0,TREX,16,18,0,12,7,11,5,9,0,Lobby 3
13.0,DynamiX,13,17,0,6,1,15,0,6,5,Lobby 3
14.0,EFG Team,13,5,4,11,0,8,2,20,0,Lobby 3
15.0,SlayerOfSundays,11,20,0,5,7,19,0,19,0,Lobby 3
16.0,Ignite,11,9,1,20,1,6,3,15,0,Lobby 3
17.0,ALKaIIIbI,10,15,0,16,0,14,1,14,6,Lobby 3
18.0,BGR,7,10,0,13,3,16,1,17,0,Lobby 3
19.0,SCTA,6,13,0,19,0,9,0,16,3,Lobby 3
20.0,BWG,5,16,2,15,1,20,0,11,0,Lobby 3
1.0,RD,65,7,10,3,11,1,12,15,9,Lobby 4
2.0,BCG,53,2,10,1,12,3,2,12,0,Lobby 4
3.0,Dababy,42,3,9,2,5,2,3,18,0,Lobby 4
4.0,CRAZYx3,40,1,7,8,0,11,3,5,11,Lobby 4
5.0,Weebs Out,32,13,3,15,4,7,12,4,3,Lobby 4
6.0,DM,32,12,1,7,3,18,2,1,10,Lobby 4
7.0,FV,30,11,1,5,8,6,6,13,6,Lobby 4
8.0,Aspirateur,25,5,1,9,5,17,1,2,3,Lobby 4
9.0,iEnvy,20,4,6,6,1,10,0,9,1,Lobby 4
10.0,PRSTS,18,6,8,4,0,16,0,10,0,Lobby 4
11.0,Hope Die Last,16,8,0,14,2,8,6,16,3,Lobby 4
12.0,HNY,15,9,0,13,0,4,4,8,1,Lobby 4
13.0,Uchinix,14,20,0,20,0,5,3,7,4,Lobby 4
14.0,Duck Goes Quack,13,10,0,10,2,13,2,14,3,Lobby 4
15.0,AP,10,17,0,11,0,14,0,3,1,Lobby 4
16.0,6bnt,9,16,1,12,0,12,1,6,2,Lobby 4
17.0,Amaterasu,4,15,0,17,1,9,0,17,0,Lobby 4
18.0,Fluffy Bunnies,2,14,0,16,0,20,0,11,0,Lobby 4
19.0,TRIPLEU,1,19,0,19,0,19,1,19,0,Lobby 4
20.0,TRIHARD,1,18,0,18,0,15,0,20,0,Lobby 4
