,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 September 25, 2021 - 12:00 BRTWorld's Edge Most Valuable Anubis Gaming CL Mystical","Round 1 Round 1 September 25, 2021 - 12:00 BRTWorld's Edge Most Valuable Anubis Gaming CL Mystical","Round 2 Round 2 September 25, 2021 - 12:35 BRTWorld's Edge Slav Animals Most Valuable Chimera","Round 2 Round 2 September 25, 2021 - 12:35 BRTWorld's Edge Slav Animals Most Valuable Chimera","Round 3 Round 3 September 25, 2021 - 13:10 BRTWorld's Edge UltiMaTuM Blagueur Solo Push","Round 3 Round 3 September 25, 2021 - 13:10 BRTWorld's Edge UltiMaTuM Blagueur Solo Push","Round 4 Round 4 September 25, 2021 - 13:45 BRTWorld's Edge Chimera Most Valuable Solo Push","Round 4 Round 4 September 25, 2021 - 13:45 BRTWorld's Edge Chimera Most Valuable Solo Push"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K
0,1.0,MVP,69,112,1414,29,1313,73,55,29,44
1,2.0,Chimera,47,73,66,37,44,82,22,112,1111
2,3.0,UltiMaTuM,36,111,0,73,55,112,1414,111,0
3,4.0,Slav Animals,34,82,11,112,22,54,33,45,55
4,5.0,Blagueur,30,102,0,45,44,29,55,102,33
5,6.0,AGCL,25,29,55,102,0,63,0,63,33
6,7.0,Solo Push,24,63,0,92,0,37,11,37,44
7,8.0,Mystical,17,37,22,54,11,111,0,82,0
8,9.0,ItzFiv5,14,45,0,63,0,102,0,54,0
9,10.0,Voy a Hacer,12,54,0,111,0,45,0,92,0
10,11.0,Controller Boys,10,92,0,82,0,92,0,73,11
