,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 September 25, 2021 - 12:00 BRTWorld's Edge Sobek Omega Team Fluxo Team","Round 1 Round 1 September 25, 2021 - 12:00 BRTWorld's Edge Sobek Omega Team Fluxo Team","Round 2 Round 2 September 25, 2021 - 12:35 BRTWorld's Edge Team Cerberus Sobek Omega Team","Round 2 Round 2 September 25, 2021 - 12:35 BRTWorld's Edge Team Cerberus Sobek Omega Team","Round 3 Round 3 September 25, 2021 - 13:10 BRTWorld's Edge Team Cerberus LIONS Fluxo Team","Round 3 Round 3 September 25, 2021 - 13:10 BRTWorld's Edge Team Cerberus LIONS Fluxo Team","Round 4 Round 4 September 25, 2021 - 13:45 BRTWorld's Edge Omega Team ICEBERGS Paradox Esports","Round 4 Round 4 September 25, 2021 - 13:45 BRTWorld's Edge Omega Team ICEBERGS Paradox Esports"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K
0,1.0,OMEGA,54,29,66,37,1111,92,0,112,77
1,2.0,TCS,53,63,33,112,99,112,88,73,33
2,3.0,Sobek,35,112,55,29,11,45,11,82,0
3,4.0,PRDX,34,45,66,54,44,54,22,37,22
4,5.0,Fluxo Team,34,37,0,63,0,37,1111,45,11
5,6.0,ICEBERGS,32,54,55,200,0,73,0,29,1111
6,7.0,LIONS,18,111,0,92,0,29,33,92,11
7,8.0,LosÁlamosGaming,14,102,0,45,0,63,0,54,0
8,9.0,Legión de monos,10,82,0,73,0,82,0,63,0
9,10.0,Tarapaca Gaming,2,92,0,200,0,200,0,200,0
10,11.0,TBG,2,200,0,102,0,200,0,200,0
