Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,USG,72,1,15,7,6,5,16,6,13
2.0,SPPI,44,2,7,3,5,6,4,4,4
3.0,GOD,43,6,6,1,15,11,5,13,0
4.0,Weebs Out,40,15,4,14,2,1,16,17,4
5.0,Mat For Victory,34,3,10,4,5,9,1,11,3
6.0,CHOC,31,5,1,2,2,3,0,3,1
7.0,DIVE,29,16,6,6,7,15,3,5,5
8.0,Explosion,26,10,0,11,0,7,2,1,6
9.0,Justthreeplayers,24,13,0,12,0,2,7,9,4
10.0,Nuclear Apes,24,7,3,13,1,4,0,2,2
11.0,CHI,20,19,0,10,8,16,0,7,7
12.0,Oui,17,4,5,8,3,12,0,14,0
13.0,Nobody,10,17,1,5,0,13,0,10,2
14.0,4eSport,8,14,0,16,0,8,0,8,3
15.0,Sapere Aude,8,9,0,9,1,10,0,15,0
16.0,LPm,6,12,4,19,0,19,0,19,1
17.0,Tania & Friends,4,18,0,15,0,14,1,12,0
18.0,onetap,3,8,0,17,1,17,0,16,0
19.0,Disturbed Saints,1,11,0,18,0,18,0,18,0
20.0,FloWenZ Esports,0,20,0,20,0,20,0,20,0
