Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,NMS,73,6,8,11,6,1,23,2,11
2.0,WLS,51,2,12,6,7,2,7,11,3
3.0,DM,43,3,3,7,6,8,8,6,11
4.0,Young Squad,42,10,3,2,13,12,7,7,4
5.0,PXL,42,1,9,3,2,4,3,9,2
6.0,WICKED,31,4,2,14,0,9,0,1,9
7.0,NXB,26,16,0,1,7,6,1,8,1
8.0,1515,20,5,3,9,0,5,1,4,1
9.0,HLDC,19,9,1,5,4,7,1,14,3
10.0,PDPivas,17,7,1,15,0,3,1,5,0
11.0,Reakless,16,8,6,17,0,13,0,3,0
12.0,MSF,14,14,2,4,3,14,0,10,0
13.0,Fluffy Bunnies,12,11,1,8,3,11,0,13,3
14.0,GOD7,6,17,0,12,3,10,0,17,0
15.0,Skill Gap,3,15,0,16,0,17,0,12,1
16.0,Moin Myster,3,12,0,13,0,18,0,15,0
17.0,Velocity,3,13,0,10,0,20,0,20,0
18.0,FOB,1,19,0,19,0,15,0,18,0
19.0,OG,0,20,0,20,0,20,0,20,0
20.0,Ween Gang,0,18,0,18,0,16,0,16,0
