Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,Arigato 4 pts,56,19,0,2,13,4,6,2,14
2.0,Undertaker,53,3,10,4,1,1,15,14,2
3.0,DI,43,1,16,8,5,9,0,8,4
4.0,SCTA,39,4,7,3,1,16,0,1,7
5.0,ILL,38,15,2,1,15,5,0,7,1
6.0,UWU,36,7,4,6,8,2,9,16,0
7.0,Team KST,24,2,3,11,3,18,3,5,1
8.0,Lunar,22,14,2,7,0,3,6,9,1
9.0,UTFT,21,16,0,10,5,8,3,4,4
10.0,STUGOTS,19,11,1,5,1,10,3,6,4
11.0,Team CAP,15,5,3,17,2,7,0,11,2
12.0,LaFay,13,6,1,12,0,12,0,13,6
13.0,Uchinix,10,20,0,15,0,6,6,18,0
14.0,iEnvy,10,13,0,13,0,20,0,3,1
15.0,GPS GAMING,8,10,1,19,0,17,0,10,3
16.0,Slow,8,8,0,16,0,15,1,12,3
17.0,cr33p w4ve,8,12,0,14,1,13,2,15,1
18.0,Excellent Era,4,18,0,9,2,19,0,19,0
19.0,MF,3,17,0,18,1,14,1,20,0
20.0,THE GHOST KILLER,3,9,0,20,0,11,0,17,0
