Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,ZAB,64,2,10,1,10,5,4,3,8
2.0,AP,44,1,13,5,5,11,4,6,2
3.0,OG,37,6,7,6,8,4,5,8,4
4.0,SLAP,36,5,1,2,11,10,5,13,3
5.0,Ryze Empire EU,35,18,0,4,8,3,6,4,4
6.0,SAC,34,11,7,10,4,12,4,2,6
7.0,LEGION,33,4,6,8,1,6,5,5,7
8.0,3turrets1brain,29,3,3,16,0,7,3,1,1
9.0,Chiefs,26,8,5,3,8,14,3,18,0
10.0,BFG,24,16,0,14,0,1,9,9,0
11.0,Red Riot,23,13,2,20,0,2,2,7,6
12.0,Chupiki,14,12,3,7,0,8,4,12,0
13.0,Phoenix,12,14,0,9,1,18,0,11,7
14.0,Abysse,9,7,2,11,0,16,0,16,3
15.0,Aesir,5,10,2,13,0,20,0,20,0
16.0,Ghoul-punk,5,9,1,12,0,17,0,14,0
17.0,Razaniro,5,15,0,18,0,9,1,15,0
18.0,Wisps,4,20,0,20,0,19,1,17,3
19.0,Carnage,3,17,0,17,0,13,0,10,0
20.0,Lagom,1,19,0,19,0,15,0,19,0
