Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,ETH,52,1,7,3,7,3,6,5,2
2.0,SMS,45,5,3,7,0,2,3,1,11
3.0,Boydem,39,6,2,4,12,12,0,2,7
4.0,SCBS,38,3,17,12,2,11,10,18,0
5.0,NoFear,38,14,0,14,0,4,13,3,11
6.0,3 Jabronies,29,18,1,8,2,1,6,7,3
7.0,Moanerz EU,25,8,6,11,3,8,3,4,3
8.0,Simply_E_Sports,22,11,1,1,6,9,0,19,0
9.0,Arise eSport 2,22,10,0,2,6,7,1,12,0
10.0,3FR,20,2,8,16,0,10,0,15,0
11.0,Exalty,19,19,0,9,5,6,3,6,3
12.0,Whiff Tang,17,16,3,19,0,5,6,14,3
13.0,thr33 stack,15,7,0,6,3,16,0,9,4
14.0,Minor Keepers,12,4,0,10,4,14,0,16,0
15.0,NonAIMERS,9,13,2,18,0,15,2,11,2
16.0,Wazki's Willies,8,15,0,5,1,18,0,10,0
17.0,Crying our best,7,12,1,17,0,13,0,13,3
18.0,Kvasna,7,9,1,13,0,17,0,8,1
19.0,25,4,17,0,15,3,19,0,17,0
20.0,qoud vera Genus,0,20,0,20,0,20,0,20,0
