Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,AAS,93,1,16,1,20,1,10,9,9
2.0,TREX,39,2,6,5,7,6,6,12,3
3.0,Kissyourhomies,35,5,7,14,0,5,5,3,7
4.0,weeboys,32,3,5,8,1,12,0,1,4
5.0,FV,31,11,3,6,7,20,0,2,8
6.0,Sheriffs,31,15,2,3,5,3,8,15,0
7.0,DynamiX,23,13,1,2,6,17,0,14,5
8.0,21cm,23,7,1,9,1,4,2,10,7
9.0,6bnt,22,8,5,17,3,11,5,7,3
10.0,FC,22,6,1,20,0,2,7,8,0
11.0,Xc,15,17,0,10,0,10,0,5,7
12.0,KYKLOS,12,16,2,15,0,9,2,6,2
13.0,Royal Mooses,12,18,0,7,0,8,2,4,0
14.0,PepeGurls,11,12,0,4,5,19,0,20,0
15.0,DoubleStuffdOreo,10,4,2,13,0,15,0,13,0
16.0,Oilers,9,10,1,18,0,16,3,18,3
17.0,ExplosionFusion,7,14,1,12,0,13,3,19,0
18.0,Wheres My Team,6,20,1,11,0,7,0,16,1
19.0,itsheazyKuwaSevn,4,9,1,16,0,18,0,11,0
20.0,Daburisu Nika,2,19,0,19,1,14,0,17,0
