,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 October 25, 2021 - 18:00 PDTWorld's Edge Sussy Bakas LonelyFans RAWRXDTEEHEE","Round 1 Round 1 October 25, 2021 - 18:00 PDTWorld's Edge Sussy Bakas LonelyFans RAWRXDTEEHEE","Round 2 Round 2 October 25, 2021 - 18:35 PDTWorld's Edge DUMPERS RAWRXDTEEHEE D A B","Round 2 Round 2 October 25, 2021 - 18:35 PDTWorld's Edge DUMPERS RAWRXDTEEHEE D A B","Round 3 Round 3 October 25, 2021 - 19:10 PDTWorld's Edge DUMPERS RCO eSports RAWRXDTEEHEE","Round 3 Round 3 October 25, 2021 - 19:10 PDTWorld's Edge DUMPERS RCO eSports RAWRXDTEEHEE","Round 4 Round 4 October 25, 2021 - 19:45 PDTWorld's Edge RGP 1MAG DUMPERS","Round 4 Round 4 October 25, 2021 - 19:45 PDTWorld's Edge RGP 1MAG DUMPERS","Round 5 Round 5 October 25, 2021 - 20:20 PDTWorld's Edge DUMPERS Select MoJoJoJo","Round 5 Round 5 October 25, 2021 - 20:20 PDTWorld's Edge DUMPERS Select MoJoJoJo","Round 6 Round 6 October 25, 2021 - 20:55 PDTWorld's Edge GiveNoRespect DUMPERS LKM","Round 6 Round 6 October 25, 2021 - 20:55 PDTWorld's Edge GiveNoRespect DUMPERS LKM"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
0,1.0,DUMPERS,96,9,2,1,5,1,9,3,6,1,11,2,9
1,2.0,Sussy Bakas,54,1,7,4,6,19,0,5,2,5,7,7,4
2,3.0,TPM,44,19,0,5,12,11,5,4,11,10,4,19,0
3,4.0,RGP,44,7,7,14,0,9,0,1,11,6,4,15,0
4,5.0,GNR,38,11,5,9,0,16,0,13,0,15,0,1,16
5,6.0,RCO,38,6,0,13,0,2,15,9,2,12,0,10,3
6,7.0,trash,37,4,5,20,0,10,3,17,0,4,10,4,2
7,8.0,LM,36,12,0,6,7,4,13,16,3,18,0,14,3
8,9.0,RAWR,36,3,5,2,6,3,0,12,0,20,0,12,0
9,10.0,D A B,35,5,5,3,5,5,2,8,2,9,1,13,0
10,11.0,Select,34,18,0,8,4,7,0,6,9,2,3,16,1
11,12.0,LF,28,2,3,11,0,8,1,7,2,7,2,11,1
12,13.0,AST,23,20,1,12,4,13,0,14,0,8,5,5,4
13,14.0,LKM,23,8,1,18,0,15,1,10,0,11,1,3,7
14,15.0,1MAG,20,15,0,19,0,18,0,2,6,16,0,8,2
15,16.0,WASH,17,10,6,17,1,17,1,19,0,14,3,17,3
16,17.0,MoJo,17,17,3,16,0,12,0,18,1,3,1,6,1
17,18.0,Never Lucky,16,13,4,10,2,14,0,15,4,19,1,20,0
18,19.0,Boston Monsters,15,16,3,7,4,20,0,20,0,17,3,9,0
19,20.0,Meow Syndicate,14,14,1,15,0,6,6,11,0,13,0,18,0
