Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,SJP,70,2,4,1,14,3,3,2,12
2.0,SUP,49,5,7,3,7,17,0,1,12
3.0,AST,45,7,7,8,9,10,12,10,8
4.0,hi rollers,41,1,12,15,3,14,0,4,7
5.0,MOAN,40,4,4,12,3,1,11,11,3
6.0,CCE,34,15,2,2,4,2,9,16,0
7.0,LVG,28,6,5,6,4,6,2,7,5
8.0,LacklusterTalent,25,9,6,10,3,12,0,3,4
9.0,SoloQC,20,18,0,5,2,5,6,9,2
10.0,JOYBOYS,19,11,5,19,0,4,3,5,1
11.0,Out Flex,16,3,4,18,0,13,3,15,0
12.0,Inglorious,14,13,0,13,1,7,5,6,0
13.0,Always Fighting,13,12,2,4,3,15,0,13,0
14.0,Iron Giant,10,17,0,7,1,8,3,14,0
15.0,SQS Gaming,6,10,0,14,0,16,0,8,1
16.0,TAT,4,16,1,17,0,18,0,17,3
17.0,NMT Miners,4,8,0,11,1,19,0,18,0
18.0,Cool Aid Jammers,4,14,0,16,0,9,0,12,0
19.0,GIBRAWLERS,3,19,0,9,1,20,0,20,0
20.0,DinoNuggies,1,20,0,20,0,11,0,19,0
