Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,LZR,75,12,3,2,11,1,12,1,15
2.0,LM,67,1,17,1,12,7,9,13,1
3.0,Beamer Bros,43,2,9,8,3,2,5,8,4
4.0,Hi,36,6,5,3,8,10,4,11,6
5.0,Corruption,35,3,5,19,0,9,3,2,9
6.0,MAP,31,4,6,5,3,5,8,15,0
7.0,InevitableGaming,28,5,3,9,3,15,2,3,6
8.0,RDJ,26,15,0,7,6,3,4,6,2
9.0,CPR Certified,19,7,1,15,1,4,5,7,0
10.0,Never Lucky,15,17,0,6,5,6,0,12,3
11.0,Dino nuggies,13,19,0,16,3,12,1,5,4
12.0,MidRapidGaming,12,18,0,14,0,16,0,4,6
13.0,Insane Xboxsers,9,8,0,10,1,17,4,18,0
14.0,Monke Mode 3B,8,11,3,18,1,20,0,10,1
15.0,RISK,8,13,1,4,0,13,0,17,0
16.0,Tokyo manji,5,9,1,13,1,19,0,19,0
17.0,SickerThanYoAvg,5,16,0,20,1,8,0,9,0
18.0,Dragons,4,14,0,12,0,14,0,14,0
19.0,L1FT,2,20,0,11,0,11,0,20,0
20.0,Los Crafters,2,10,0,17,0,18,0,16,0
