Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,TSS,62,1,11,4,7,11,4,1,10
2.0,RT,49,3,7,1,9,17,1,4,8
3.0,CenterZone,44,5,9,2,4,6,8,9,5
4.0,SHEESH,35,4,4,5,4,14,0,2,8
5.0,RL,35,2,4,6,2,2,6,10,0
6.0,Melon Hogs,27,10,4,19,0,3,13,15,0
7.0,SMP,24,8,7,11,5,8,4,16,3
8.0,SLS,22,15,0,9,0,1,7,17,0
9.0,MoJo,21,18,0,3,7,16,3,13,3
10.0,TDG,20,16,2,7,8,13,1,5,1
11.0,Deathbox Hunters,17,11,0,8,0,5,0,3,3
12.0,UORG,13,17,0,12,0,9,5,8,3
13.0,tcos,13,7,0,13,0,4,1,12,2
14.0,Shady Kings,12,14,3,15,0,12,0,6,3
15.0,Apex Mobile,9,19,0,16,3,7,0,7,0
16.0,Buds and Beer,8,9,1,17,0,10,2,14,0
17.0,Nessie and Peeps,8,6,0,10,0,19,0,11,2
18.0,KSU Gold,6,12,1,14,2,18,0,19,1
19.0,RollerBoys,2,13,0,18,0,15,0,18,0
20.0,Code Cloud,0,20,0,20,0,20,0,20,0
