Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,EST,68,2,7,1,15,8,5,1,6
2.0,BP,64,4,8,18,3,1,18,2,9
3.0,Bot Squad,36,1,10,8,7,17,0,10,3
4.0,The Big 3,31,10,6,10,0,11,3,6,14
5.0,Just Having Fun,30,11,5,15,0,2,3,3,4
6.0,Zachs Chest Hair,27,6,3,2,9,12,2,18,0
7.0,AApls,25,14,3,4,2,5,2,5,4
8.0,SDO,25,5,0,6,2,3,8,20,1
9.0,Wonderboys,23,3,3,7,1,14,0,4,3
10.0,2B1C,21,13,2,3,6,16,0,12,4
11.0,Alliance Esports,20,9,3,13,3,10,3,9,4
12.0,High Life Gaming,15,8,0,5,3,9,1,7,0
13.0,ZERO,11,15,0,16,3,6,2,8,0
14.0,TS,10,7,0,11,0,4,0,13,0
15.0,TAG NA,9,19,0,12,0,13,6,15,0
16.0,Evil Eye,9,12,0,17,0,7,3,11,1
17.0,TPM,7,18,4,14,1,15,0,19,0
18.0,Wishee Washees,5,20,0,9,0,18,0,16,3
19.0,Team Sanitizer,3,16,0,19,0,19,0,17,3
20.0,Paranoid,1,17,0,20,0,20,0,14,0
