Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,Dark Matter,69,1,12,2,8,4,11,3,5
2.0,Stonks,49,9,13,5,13,5,13,17,0
3.0,RGP,47,2,11,1,9,7,3,20,0
4.0,CLX,44,6,5,3,5,1,9,11,2
5.0,NEAN,33,5,0,14,0,9,2,1,12
6.0,The Other Guys,29,15,0,4,4,10,5,7,9
7.0,BLitLd Revengers,28,4,3,11,3,12,1,2,5
8.0,CAS,22,3,10,12,0,20,0,16,4
9.0,ReVive me pls,21,14,0,6,7,15,0,5,5
10.0,MXGamers,21,7,2,18,0,2,5,15,1
11.0,Gods Plan Gaming,21,12,0,10,0,3,3,4,3
12.0,BQB,12,20,0,15,2,14,0,6,5
13.0,Jolly Roger,10,8,0,7,2,6,0,18,0
14.0,EA Sucks,8,13,0,9,1,18,0,10,2
15.0,BDS,7,19,1,19,0,11,1,13,3
16.0,The Inmortals,7,10,1,8,0,19,0,9,0
17.0,Regen,5,17,1,17,0,17,3,14,0
18.0,ChayKayJay,5,16,0,16,0,8,2,12,0
19.0,The Comeback,4,18,0,13,0,13,0,8,0
20.0,Beesmashing,1,11,0,20,0,16,0,19,0
