,Standings,Standings,Standings,Standings
,Team,Team.1,Total,Round 1
0,1.0,Marine,61,61
1,2.0,Crest,40,40
2,3.0,RDO,38,38
3,4.0,C-VA KAG,34,34
4,5.0,CPGaming,34,34
5,6.0,456,32,32
6,7.0,RPG,28,28
7,8.0,Zenith,21,21
8,9.0,R.AtR,15,15
9,10.0,monkey,15,15
10,11.0,uNLimit,8,8
11,12.0,Solid,6,6
