,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 October 10, 2021 - 12:00 BRTWorld's Edge Duty calls OnlyFlans Union eSports Br","Round 1 Round 1 October 10, 2021 - 12:00 BRTWorld's Edge Duty calls OnlyFlans Union eSports Br","Round 2 Round 2 October 10, 2021 - 12:35 BRTWorld's Edge OnlyFlans Love Egirls Kaizen Esports","Round 2 Round 2 October 10, 2021 - 12:35 BRTWorld's Edge OnlyFlans Love Egirls Kaizen Esports","Round 3 Round 3 October 10, 2021 - 13:10 BRTWorld's Edge MonsTer Team Kaizen Esports Los Makias","Round 3 Round 3 October 10, 2021 - 13:10 BRTWorld's Edge MonsTer Team Kaizen Esports Los Makias","Round 4 Round 4 October 10, 2021 - 13:45 BRTWorld's Edge Los Makias Kaizen Esports AsheTeam","Round 4 Round 4 October 10, 2021 - 13:45 BRTWorld's Edge Los Makias Kaizen Esports AsheTeam","Round 5 Round 5 October 10, 2021 - 14:20 BRTWorld's Edge Kaizen Esports SLU AsheTeam","Round 5 Round 5 October 10, 2021 - 14:20 BRTWorld's Edge Kaizen Esports SLU AsheTeam","Round 6 Round 6 October 10, 2021 - 14:55 BRTWorld's Edge Union eSports Br Los Makias OnlyFlans","Round 6 Round 6 October 10, 2021 - 14:55 BRTWorld's Edge Union eSports Br Los Makias OnlyFlans"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
0,1.0,OF,65,2,8,1,6,12,3,13,5,5,7,3,2
1,2.0,KZN,65,9,1,3,6,2,3,2,4,1,11,15,0
2,3.0,MonsTer Team,54,5,11,5,4,1,15,16,2,15,0,13,0
3,4.0,Los Makias,52,14,1,4,1,3,1,1,7,18,0,2,8
4,5.0,Duty calls,51,1,17,19,1,16,0,5,5,7,9,19,0
5,6.0,Blagueur,46,13,4,8,9,4,9,11,6,14,1,10,5
6,7.0,USB,46,3,3,12,1,20,1,9,1,10,0,1,16
7,8.0,Love Egirls,38,12,0,2,16,15,0,12,3,9,4,14,0
8,9.0,SLU,36,8,0,14,0,13,3,14,6,2,9,7,1
9,10.0,AsheTeam,34,18,0,10,2,6,4,3,5,3,1,8,1
10,11.0,As Misera,31,7,5,6,0,10,0,17,2,8,4,5,6
11,12.0,Chimera,28,19,0,13,3,5,11,4,1,6,0,17,0
12,13.0,AGCL,21,6,1,17,0,8,0,8,5,12,0,4,2
13,14.0,BHT,18,4,5,11,0,7,0,18,0,11,2,12,0
14,15.0,AIM,17,16,0,7,3,17,0,7,4,16,0,9,2
15,16.0,PRDX,12,10,0,18,0,19,0,20,0,17,2,6,5
16,17.0,Mystical,12,17,0,16,0,14,0,10,2,4,2,18,0
17,18.0,Aposentados,9,11,1,20,0,9,4,15,0,20,0,20,0
18,19.0,Slav Animals,9,15,0,15,2,18,0,19,0,13,0,11,3
19,20.0,Morri Nem Vi,6,20,0,9,0,11,0,6,0,19,0,16,0
