,Standings,Standings,Standings,Standings
,Team,Team.1,Total,Round 1
0,1.0,NBL,66,66
1,2.0,My Neck My Back,62,62
2,3.0,The Semi Pros,47,47
3,4.0,Titanes,37,37
4,5.0,LadyandTheTramps,32,32
5,6.0,Phantom Troupe,30,30
6,7.0,On They Ayy,27,27
7,8.0,Dream,14,14
8,9.0,Faithwithhope,13,13
9,10.0,Alfa Lobo,10,10
10,11.0,The Goon Squad,9,9
11,12.0,Team PreMid,8,8
12,13.0,Mercurial Gaming,7,7
13,14.0,Hunter Legends,6,6
14,15.0,Crew 686,6,6
