,Standings,Standings,Standings,Standings
,Team,Team.1,Total,Round 1
0,1.0,Dark Matter,93,93
1,2.0,TAT,38,38
2,3.0,Wonderboys,33,33
3,4.0,Blockbuster,28,28
4,5.0,Movement Temple,28,28
5,6.0,Miso Hate Club,26,26
6,7.0,Buds and Beer,23,23
7,8.0,Iron Giant,17,17
8,9.0,Evil Eye,16,16
9,10.0,Just The Boys,15,15
10,11.0,VATOS LOCOS,12,12
11,12.0,Perpetual Empire,11,11
12,13.0,APEX BOOMERS,9,9
13,14.0,Literal Bots,7,7
14,15.0,Soli Deo Gloria,0,0
