,Standings,Standings,Standings,Standings
,Team,Team.1,Total,Round 1
0,1.0,Sokudo Plus,70,70
1,2.0,MOAN,50,50
2,3.0,Coconut Island,37,37
3,4.0,BQB,35,35
4,5.0,Savage Misfits,35,35
5,6.0,Alliance Esports,29,29
6,7.0,Koatl esports,21,21
7,8.0,Deathbox Hunters,18,18
8,9.0,OnTheRocks,12,12
9,10.0,AEG Esports,12,12
10,11.0,WiFi Boyz,10,10
11,12.0,UwUCrew,10,10
12,13.0,Virtual Nightmare,9,9
13,14.0,wizzy,5,5
14,15.0,The BRKN CNTRLR,4,4
