,Standings,Standings,Standings,Standings
,Team,Team.1,Total,Round 1
0,1.0,BBJ,85,85
1,2.0,All The Smoke,66,66
2,3.0,LuxuryRose,51,51
3,4.0,The Stinkies,28,28
4,5.0,Buck Town Squad,18,18
5,6.0,Hardstuck Plat,17,17
6,7.0,CatDog,17,17
7,8.0,JustSomeWarriors,17,17
8,9.0,H4GAMING,13,13
9,10.0,ASE,13,13
10,11.0,Team Ravag3,12,12
11,12.0,Heavy Force,10,10
12,13.0,Lap Sap,9,9
13,14.0,YourMothersFav,6,6
14,15.0,Firebirds,1,1
