,Standings,Standings,Standings,Standings
,Team,Team.1,Total,Round 1
0,1.0,EST,86,86
1,2.0,Tijuana Piranas,56,56
2,3.0,Sniper Meta,54,54
3,4.0,Vault Hunters,33,33
4,5.0,Cod kids,23,23
5,6.0,2 Zoomers1boomer,19,19
6,7.0,The Big 3,17,17
7,8.0,KThrewLife,16,16
8,9.0,Team Boomer,14,14
9,10.0,Grizzy,12,12
10,11.0,Dominators,12,12
11,12.0,The Pack,11,11
12,13.0,oGwaffles,8,8
13,14.0,RAG3,6,6
14,15.0,Discord Admins,4,4
