,Standings,Standings,Standings,Standings
,Team,Team.1,Total,Round 1
0,1.0,TGJ,68,68
1,2.0,Whoms'tve Thiccs,65,65
2,3.0,Vandals,37,37
3,4.0,GBK DK’s,29,29
4,5.0,zyn,29,29
5,6.0,Bandits,20,20
6,7.0,Possibility,19,19
7,8.0,TexasRatsnakes,17,17
8,9.0,Abbys Sports,17,17
9,10.0,GIBRAWLERS,15,15
10,11.0,Hand of Fate,14,14
11,12.0,REXTOXICSLAYER,14,14
12,13.0,Fraggin & Laggin,11,11
13,14.0,24kt Boys,5,5
