,Standings,Standings,Standings,Standings
,Team,Team.1,Total,Round 1
0,1.0,WPH,57,57
1,2.0,Specter,55,55
2,3.0,Raised By Wolves,48,48
3,4.0,4 Told,34,34
4,5.0,MoonStone,33,33
5,6.0,Chefs,31,31
6,7.0,GearsKidsonApex,25,25
7,8.0,Onyx,24,24
8,9.0,Lights Out,18,18
9,10.0,CastAways,15,15
10,11.0,Suck my thermite,10,10
11,12.0,RND,8,8
12,13.0,TNGS,7,7
13,14.0,AirPlane Mode,5,5
14,15.0,Built For War,2,2
