,Standings,Standings,Standings,Standings
,Team,Team.1,Total,Round 1
0,1.0,Zachs Chest Hair,66,66
1,2.0,trippinoncables,52,52
2,3.0,Laggy 'n Rollers,51,51
3,4.0,ChayKayJay,38,38
4,5.0,TAG NA,31,31
5,6.0,Unlucky,30,30
6,7.0,Mid Piece,28,28
7,8.0,Captains,14,14
8,9.0,LF,13,13
9,10.0,Dunk Squad,12,12
10,11.0,ShadowPunisherMx,11,11
11,12.0,Bounty Hunters,6,6
12,13.0,Foreign Deity,6,6
13,14.0,Dream Catcherz,3,3
14,15.0,Anime Tibbiez,1,1
