,Standings,Standings,Standings,Standings
,Team,Team.1,Total,Round 1
0,1.0,SMP,93,93
1,2.0,Dumpsters,49,49
2,3.0,We Lose,39,39
3,4.0,Selfish Team,33,33
4,5.0,High Dexterity,22,22
5,6.0,MEAL Team 6,20,20
6,7.0,WeBall,17,17
7,8.0,SQS Gaming,17,17
8,9.0,Fallen Legacy,16,16
9,10.0,SW,15,15
10,11.0,BlueDevilsGaming,14,14
11,12.0,Bro Exclusive,14,14
12,13.0,Cerberus,14,14
13,14.0,Good Vibes Only,8,8
14,15.0,Rising. Phoenix,7,7
