,Standings,Standings,Standings,Standings
,Team,Team.1,Total,Round 1
0,1.0,Never Lucky,102,102
1,2.0,The Fudges,48,48
2,3.0,CVS,41,41
3,4.0,LZR,38,38
4,5.0,Undisputed,33,33
5,6.0,Gods Plan Gaming,22,22
6,7.0,Gryphon Gaming,18,18
7,8.0,Team Possessed,16,16
8,9.0,IntentionalWhite,15,15
9,10.0,GPS,10,10
10,11.0,Simpfor2Dgirls,7,7
11,12.0,PuraVidaCR,7,7
12,13.0,NA Assault,7,7
13,14.0,The Bois,5,5
14,15.0,Los KKS,4,4
