,Standings,Standings,Standings,Standings
,Team,Team.1,Total,Round 1
0,1.0,Aisle 5,102,102
1,2.0,ZERO,51,51
2,3.0,Lorax,39,39
3,4.0,Razer 3dge Black,28,28
4,5.0,NightMare Red,28,28
5,6.0,Exoterran Y,26,26
6,7.0,L1FT,21,21
7,8.0,Audio Visual,13,13
8,9.0,Swagnificent,12,12
9,10.0,Vertic,11,11
10,11.0,ObviouslyMX,11,11
11,12.0,BootyBoyz,9,9
12,13.0,KING OF HELL,8,8
13,14.0,Mist Gaming,5,5
