,Standings,Standings,Standings,Standings
,Team,Team.1,Total,Round 1
0,1.0,2B1C,87,87
1,2.0,pub stars,68,68
2,3.0,WASH,39,39
3,4.0,LNT,31,31
4,5.0,Yess,29,29
5,6.0,Tater,20,20
6,7.0,TheCerealKillers,16,16
7,8.0,ForcesGG,15,15
8,9.0,UnderWorldGaming,13,13
9,10.0,RLP,12,12
10,11.0,Akedos Gaming,11,11
11,12.0,Fuego,10,10
12,13.0,Night Raid,9,9
13,14.0,Pride Stark,8,8
