,Standings,Standings,Standings,Standings
,Team,Team.1,Total,Round 1
0,1.0,Insurgents,48,48
1,2.0,Pipeliners,47,47
2,3.0,TS,39,39
3,4.0,KDT,39,39
4,5.0,Hi,36,36
5,6.0,The Loud Boys,35,35
6,7.0,AGL,28,28
7,8.0,Team Asensinos,25,25
8,9.0,Team Pepinito,14,14
9,10.0,Sleepy Hut,14,14
10,11.0,Exoterran X,12,12
11,12.0,Squid Squad,11,11
12,13.0,ELIT3 EMPIRE,9,9
13,14.0,The Banner Bros,8,8
14,15.0,Three Lil Bots,4,4
