Standing,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
1.0,CLN,82,2,2,12,3,12,3,1,14,2,12,4,11
2.0,NMS,62,17,3,5,6,1,12,16,3,13,6,3,8
3.0,TREX,56,3,7,1,11,10,6,18,1,5,5,15,0
4.0,FV,55,11,0,4,4,11,1,2,7,6,4,1,8
5.0,OG,48,5,5,6,1,9,9,7,2,7,2,2,5
6.0,AP,46,14,3,3,6,5,4,8,3,4,4,5,3
7.0,SAC,39,12,6,20,1,20,0,3,8,3,2,7,4
8.0,CRAZYx3,37,1,18,19,0,14,1,12,3,16,0,11,0
9.0,NXB,37,15,0,16,1,3,4,13,1,1,8,9,0
10.0,DM,32,8,0,2,9,16,0,10,3,12,0,6,3
11.0,6bnt,27,7,1,9,5,7,2,11,3,10,2,10,1
12.0,HKE,21,20,0,15,4,15,0,9,1,8,4,8,4
13.0,plei,17,10,6,13,0,4,2,19,0,14,0,17,0
14.0,Kamisato,16,19,0,8,2,17,3,6,3,18,0,14,2
15.0,FC,16,9,0,7,0,6,4,20,0,11,0,12,2
16.0,AAS,15,6,3,14,1,8,2,17,0,9,1,20,0
17.0,3turrets1brain,14,16,0,17,0,2,0,5,1,20,0,18,0
18.0,weeboys,13,13,1,10,2,13,1,14,2,17,1,16,1
19.0,Young Squad,13,4,0,18,0,18,0,4,1,19,1,13,0
20.0,Sand Whales,9,18,0,11,0,19,0,15,0,15,3,19,3
