Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,P.4,K.4,P.5,K.5,Lobby
1.0,TRP,78,7,6,2,10,3,8,3,5,4,10,9,6,Lobby 1
2.0,HCH,72,1,12,10,3,4,3,10,7,14,1,1,12,Lobby 1
3.0,SSU,58,4,5,16,0,7,12,1,7,17,3,4,6,Lobby 1
4.0,GSG,58,9,2,4,6,2,6,6,4,2,7,6,2,Lobby 1
5.0,RT,51,3,5,5,2,10,1,14,2,1,14,15,0,Lobby 1
6.0,iRL,46,18,0,1,14,16,0,2,8,18,0,11,2,Lobby 1
7.0,AE,37,11,1,8,6,5,5,8,7,12,3,8,3,Lobby 1
8.0,WING,35,16,0,14,3,18,0,7,3,7,3,2,10,Lobby 1
9.0,CIMJ,32,20,0,18,0,1,11,15,0,8,6,18,0,Lobby 1
10.0,ASUR,31,14,3,7,0,8,3,18,0,5,3,3,5,Lobby 1
11.0,CCE UCX,27,8,6,17,0,14,0,11,0,3,2,5,4,Lobby 1
12.0,Guppies,26,19,0,3,5,19,3,5,5,13,0,13,0,Lobby 1
13.0,ONS,23,2,6,9,3,9,0,20,0,20,0,20,1,Lobby 1
14.0,TS,20,5,4,12,0,12,3,4,0,16,0,12,1,Lobby 1
15.0,IRONIC,18,17,3,20,0,20,0,9,3,11,0,10,7,Lobby 1
16.0,YFP,18,13,2,6,5,13,2,17,0,10,2,17,0,Lobby 1
17.0,TAG NA,15,10,3,19,0,15,0,12,2,9,1,7,0,Lobby 1
18.0,HP,10,6,0,13,0,11,0,16,0,6,2,16,0,Lobby 1
19.0,CYLX,8,12,0,15,0,6,3,19,0,19,0,19,0,Lobby 1
20.0,ZERO,8,15,0,11,0,17,0,13,2,15,1,14,0,Lobby 1
1.0,HVND,72,6,11,15,2,1,19,6,5,3,5,12,3,Lobby 2
2.0,VOID,64,7,8,14,1,19,0,1,7,2,12,4,6,Lobby 2
3.0,CAA,62,16,0,11,3,9,6,3,7,1,9,3,8,Lobby 2
4.0,SHEESH,62,1,5,13,5,6,5,7,10,4,1,2,3,Lobby 2
5.0,RL,55,3,5,2,6,7,5,10,3,7,2,5,6,Lobby 2
6.0,RDM,51,2,8,17,0,10,0,4,3,11,1,1,10,Lobby 2
7.0,SNOW,40,8,4,7,1,3,7,20,0,14,9,7,3,Lobby 2
8.0,North,39,17,0,3,7,4,4,9,2,5,3,11,4,Lobby 2
9.0,UORG,37,13,1,8,0,2,6,2,5,10,0,10,0,Lobby 2
10.0,ChadP,29,4,1,4,3,15,0,13,0,8,4,14,6,Lobby 2
11.0,CDE,24,20,0,6,6,12,0,5,5,6,0,9,0,Lobby 2
12.0,PAF,23,19,0,1,9,8,0,19,0,18,0,19,0,Lobby 2
13.0,CBM,21,5,1,18,0,5,3,17,0,15,3,8,3,Lobby 2
14.0,PG,19,15,2,9,4,13,0,12,1,13,3,13,2,Lobby 2
15.0,OSU Esports,17,12,0,10,2,14,0,8,2,9,1,6,1,Lobby 2
16.0,RAWR,16,9,5,5,2,16,0,16,3,19,0,20,0,Lobby 2
17.0,MBS,9,14,3,19,0,17,0,18,0,12,3,15,0,Lobby 2
18.0,IGNORE,8,10,0,20,0,18,2,15,3,17,0,18,0,Lobby 2
19.0,ASH,7,18,0,16,3,20,0,14,0,16,0,16,3,Lobby 2
20.0,PepegaBakeryInc,6,11,1,12,0,11,0,11,1,20,0,17,0,Lobby 2
