,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 April 30, 2022 - 11:00 CESTWorld's Edge Cloud9 Alliance Team Liquid","Round 1 Round 1 April 30, 2022 - 11:00 CESTWorld's Edge Cloud9 Alliance Team Liquid","Round 2 Round 2 April 30, 2022 - 11:30 CESTWorld's Edge 100 Thieves Cloud9 αDRaccoon","Round 2 Round 2 April 30, 2022 - 11:30 CESTWorld's Edge 100 Thieves Cloud9 αDRaccoon","Round 3 Round 3 April 30, 2022 - 12:00 CESTWorld's Edge Luminosity Gaming Players OpTic Gaming","Round 3 Round 3 April 30, 2022 - 12:00 CESTWorld's Edge Luminosity Gaming Players OpTic Gaming","Round 4 Round 4 April 30, 2022 - 12:30 CESTStorm Point Sutoraiku Cloud9 Team Liquid","Round 4 Round 4 April 30, 2022 - 12:30 CESTStorm Point Sutoraiku Cloud9 Team Liquid","Round 5 Round 5 April 30, 2022 - 13:00 CESTStorm Point OpTic Gaming FOR7 100 Thieves","Round 5 Round 5 April 30, 2022 - 13:00 CESTStorm Point OpTic Gaming FOR7 100 Thieves","Round 6 Round 6 April 30, 2022 - 13:30 CESTStorm Point Reignite OpTic Gaming Team Liquid","Round 6 Round 6 April 30, 2022 - 13:30 CESTStorm Point Reignite OpTic Gaming Team Liquid"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
0,1.0,OG,68,5,5,8,0,3,7,7,2,1,11,2,6
1,2.0,C9,65,1,6,2,10,14,3,2,7,7,5,17,0
2,3.0,TL,53,3,8,16,1,15,0,3,7,4,5,3,5
3,4.0,100T,52,11,2,1,10,19,0,13,3,3,10,8,4
4,5.0,STK,48,7,6,15,0,8,3,1,13,11,6,14,0
5,6.0,LG,48,9,2,7,7,1,9,11,3,13,0,6,5
6,7.0,RIG,45,4,7,4,4,18,0,10,0,6,2,1,5
7,8.0,TSM,37,8,2,10,1,4,11,9,2,20,2,5,4
8,9.0,FSV,34,17,1,12,3,9,1,17,0,2,6,4,6
9,10.0,ALL,32,2,10,14,0,16,0,5,2,8,1,18,3
10,11.0,αDR,32,12,3,3,2,7,1,4,8,9,0,16,0
11,12.0,BRGR,25,14,0,5,6,6,2,16,0,14,0,9,6
12,13.0,RC,19,19,0,17,3,12,7,15,1,19,1,12,4
13,14.0,ELV,19,15,0,13,2,13,4,8,0,10,3,13,2
14,15.0,EMP,19,13,1,11,1,11,0,12,3,5,3,11,2
15,16.0,E6,18,16,1,18,0,5,2,18,2,18,1,7,5
16,17.0,NRG,17,18,1,19,0,17,7,14,2,17,2,10,2
17,18.0,PLRS,17,20,0,20,0,2,0,6,1,12,2,15,0
18,19.0,DEWA,16,6,2,9,8,20,0,19,0,16,1,19,0
19,20.0,UNI,11,10,1,6,0,10,0,20,0,15,2,20,0
