Standings,Team.1,Total,Lobby,Round,Region
4,Slav Animals,30,Lobby 1,Round_1,South_America
5,CIA,30,Lobby 1,Round_1,South_America
6,Sobek,28,Lobby 1,Round_1,South_America
7,Chimera,28,Lobby 1,Round_1,South_America
8,LIONS,26,Lobby 1,Round_1,South_America
9,Bicentenario,12,Lobby 1,Round_1,South_America
10,PVP,10,Lobby 1,Round_1,South_America
11,ALFA WARRIORS,9,Lobby 1,Round_1,South_America
12,TEAM HANDICAP,6,Lobby 1,Round_1,South_America
13,Tarapaca Gaming,0,Lobby 1,Round_1,South_America
1,OnlyResenha,48,Lobby 2,Round_1,South_America
2,TK,48,Lobby 2,Round_1,South_America
3,SLU,46,Lobby 2,Round_1,South_America
4,Team Magestic,45,Lobby 2,Round_1,South_America
5,Duty calls,41,Lobby 2,Round_1,South_America
6,UltiMaTuM,24,Lobby 2,Round_1,South_America
7,KDT - Amber,21,Lobby 2,Round_1,South_America
8,Live n Kill,21,Lobby 2,Round_1,South_America
9,Team Paragua,16,Lobby 2,Round_1,South_America
10,Lovely Venom,8,Lobby 2,Round_1,South_America
11,Perritos tiernos,7,Lobby 2,Round_1,South_America
12,Olympians,7,Lobby 2,Round_1,South_America
1,Pandora,52,Lobby 3,Round_1,South_America
2,EASY CLAP,46,Lobby 3,Round_1,South_America
3,BHT,36,Lobby 3,Round_1,South_America
4,ICEBERGS,36,Lobby 3,Round_1,South_America
5,Keep Moving Fwd,34,Lobby 3,Round_1,South_America
6,2 And a Half Man,29,Lobby 3,Round_1,South_America
7,PoliShopu,29,Lobby 3,Round_1,South_America
8,PiscoSour,27,Lobby 3,Round_1,South_America
9,Voy a Hacer,14,Lobby 3,Round_1,South_America
10,Natural Killer,14,Lobby 3,Round_1,South_America
11,VAPO VAPO,11,Lobby 3,Round_1,South_America
12,Lobo De Gelo,11,Lobby 3,Round_1,South_America
13,Dragão Elite,9,Lobby 3,Round_1,South_America
1,BRZ,79,Lobby 4,Round_1,South_America
2,ZETTA,40,Lobby 4,Round_1,South_America
3,Blagueur,38,Lobby 4,Round_1,South_America
4,Coquinha gelada,37,Lobby 4,Round_1,South_America
5,Mystical,29,Lobby 4,Round_1,South_America
6,As Misera,23,Lobby 4,Round_1,South_America
7,Fluxo Team,22,Lobby 4,Round_1,South_America
8,Sory,22,Lobby 4,Round_1,South_America
9,xKarma,15,Lobby 4,Round_1,South_America
10,Tharsis,13,Lobby 4,Round_1,South_America
11,CHTM,11,Lobby 4,Round_1,South_America
12,LosÁlamosGaming,8,Lobby 4,Round_1,South_America
13,Mafia Legends,3,Lobby 4,Round_1,South_America
1,OF,60,Lobby 5,Round_1,South_America
2,AIM,59,Lobby 5,Round_1,South_America
3,TCS,39,Lobby 5,Round_1,South_America
4,Infinity Evo,33,Lobby 5,Round_1,South_America
5,KZN,24,Lobby 5,Round_1,South_America
6,Os MIAU,22,Lobby 5,Round_1,South_America
7,Los perro waton,21,Lobby 5,Round_1,South_America
8,New Age,18,Lobby 5,Round_1,South_America
9,Svart Katze,17,Lobby 5,Round_1,South_America
10,LostSoulsDreamer,16,Lobby 5,Round_1,South_America
11,Legión de monos,12,Lobby 5,Round_1,South_America
12,TRAGIIC BR,11,Lobby 5,Round_1,South_America
13,AleatorioS Team,10,Lobby 5,Round_1,South_America
1,BTH,60,Lobby 6,Round_1,South_America
2,Teletubbies,56,Lobby 6,Round_1,South_America
3,OMEGA,45,Lobby 6,Round_1,South_America
4,NOKID E-SPORTS,31,Lobby 6,Round_1,South_America
5,ROCKETZ TEAM,30,Lobby 6,Round_1,South_America
6,Vingadores Team,22,Lobby 6,Round_1,South_America
7,Taichi Horror,20,Lobby 6,Round_1,South_America
8,Yakuza,19,Lobby 6,Round_1,South_America
9,PTX,19,Lobby 6,Round_1,South_America
10,Dark fears,17,Lobby 6,Round_1,South_America
11,EZPIKERS,14,Lobby 6,Round_1,South_America
12,SussyBaka,10,Lobby 6,Round_1,South_America
1,Love Egirls,61,Lobby 7,Round_1,South_America
2,ZGravityEsports,52,Lobby 7,Round_1,South_America
3,KARMA K41,48,Lobby 7,Round_1,South_America
4,Seven,38,Lobby 7,Round_1,South_America
5,ElemenT,30,Lobby 7,Round_1,South_America
6,NÃO sei,26,Lobby 7,Round_1,South_America
7,HU3HU3HU3BR,25,Lobby 7,Round_1,South_America
8,Squad Sombra,20,Lobby 7,Round_1,South_America
9,OS KRACUDOS,17,Lobby 7,Round_1,South_America
10,KPS,10,Lobby 7,Round_1,South_America
11,MASE,9,Lobby 7,Round_1,South_America
12,Sons of Anarchy,7,Lobby 7,Round_1,South_America
13,X RyZe Gaming,4,Lobby 7,Round_1,South_America
1,SP,62,Lobby 8,Round_1,South_America
2,AGCL,57,Lobby 8,Round_1,South_America
3,ZISKA,44,Lobby 8,Round_1,South_America
4,Inka Supremacy,41,Lobby 8,Round_1,South_America
5,sFx,23,Lobby 8,Round_1,South_America
6,PATETEX,22,Lobby 8,Round_1,South_America
7,BRATVA420Forever,22,Lobby 8,Round_1,South_America
8,1crack2crack,21,Lobby 8,Round_1,South_America
9,Spartan Warriors,16,Lobby 8,Round_1,South_America
10,SCAL,13,Lobby 8,Round_1,South_America
11,Dynanik Team 1,8,Lobby 8,Round_1,South_America
12,SEQL,5,Lobby 8,Round_1,South_America
1,OnlyResenha,77,Lobby 1,Quarterfinals,South_America
2,TK,50,Lobby 1,Quarterfinals,South_America
3,Team Magestic,47,Lobby 1,Quarterfinals,South_America
4,CIA,40,Lobby 1,Quarterfinals,South_America
5,USB,37,Lobby 1,Quarterfinals,South_America
6,UltiMaTuM,35,Lobby 1,Quarterfinals,South_America
7,Slav Animals,33,Lobby 1,Quarterfinals,South_America
8,SLU,23,Lobby 1,Quarterfinals,South_America
9,Duty calls,16,Lobby 1,Quarterfinals,South_America
10,Sobek,15,Lobby 1,Quarterfinals,South_America
11,Lovely Venom,14,Lobby 1,Quarterfinals,South_America
12,Bicentenario,8,Lobby 1,Quarterfinals,South_America
13,SEM ORG,7,Lobby 1,Quarterfinals,South_America
14,Chimera,6,Lobby 1,Quarterfinals,South_America
15,War Brothers BR,6,Lobby 1,Quarterfinals,South_America
16,LIONS,5,Lobby 1,Quarterfinals,South_America
17,KDT - Amber,5,Lobby 1,Quarterfinals,South_America
18,Live n Kill,3,Lobby 1,Quarterfinals,South_America
19,Team Paragua,3,Lobby 1,Quarterfinals,South_America
20,PVP,2,Lobby 1,Quarterfinals,South_America
1,Keep Moving Fwd,43,Lobby 2,Quarterfinals,South_America
2,As Misera,43,Lobby 2,Quarterfinals,South_America
3,BRZ,39,Lobby 2,Quarterfinals,South_America
4,BHT,38,Lobby 2,Quarterfinals,South_America
5,Natural Killer,38,Lobby 2,Quarterfinals,South_America
6,Coquinha gelada,32,Lobby 2,Quarterfinals,South_America
7,ZETTA,31,Lobby 2,Quarterfinals,South_America
8,Blagueur,30,Lobby 2,Quarterfinals,South_America
9,Pandora,27,Lobby 2,Quarterfinals,South_America
10,Mystical,19,Lobby 2,Quarterfinals,South_America
11,PiscoSour,17,Lobby 2,Quarterfinals,South_America
12,2 And a Half Man,14,Lobby 2,Quarterfinals,South_America
13,Sory,10,Lobby 2,Quarterfinals,South_America
14,Fluxo Team,10,Lobby 2,Quarterfinals,South_America
15,PoliShopu,9,Lobby 2,Quarterfinals,South_America
16,Voy a Hacer,5,Lobby 2,Quarterfinals,South_America
17,Tharsis,5,Lobby 2,Quarterfinals,South_America
18,ICEBERGS,3,Lobby 2,Quarterfinals,South_America
19,xKarma,1,Lobby 2,Quarterfinals,South_America
20,EASY CLAP,0,Lobby 2,Quarterfinals,South_America
1,New Age,68,Lobby 3,Quarterfinals,South_America
2,OF,60,Lobby 3,Quarterfinals,South_America
3,AIM,58,Lobby 3,Quarterfinals,South_America
4,BTH,34,Lobby 3,Quarterfinals,South_America
5,TCS,26,Lobby 3,Quarterfinals,South_America
6,OMEGA,23,Lobby 3,Quarterfinals,South_America
7,Infinity Evo,18,Lobby 3,Quarterfinals,South_America
8,PTX,17,Lobby 3,Quarterfinals,South_America
9,LostSoulsDreamer,17,Lobby 3,Quarterfinals,South_America
10,Taichi Horror,16,Lobby 3,Quarterfinals,South_America
11,Svart Katze,16,Lobby 3,Quarterfinals,South_America
12,NOKID E-SPORTS,15,Lobby 3,Quarterfinals,South_America
13,ROCKETZ TEAM,14,Lobby 3,Quarterfinals,South_America
14,Teletubbies,14,Lobby 3,Quarterfinals,South_America
15,Vingadores Team,12,Lobby 3,Quarterfinals,South_America
16,Os MIAU,11,Lobby 3,Quarterfinals,South_America
17,KZN,9,Lobby 3,Quarterfinals,South_America
18,Los perro waton,8,Lobby 3,Quarterfinals,South_America
19,Yakuza,7,Lobby 3,Quarterfinals,South_America
20,EZPIKERS,0,Lobby 3,Quarterfinals,South_America
1,Love Egirls,54,Lobby 4,Quarterfinals,South_America
2,ElemenT,46,Lobby 4,Quarterfinals,South_America
3,SP,45,Lobby 4,Quarterfinals,South_America
4,ZISKA,40,Lobby 4,Quarterfinals,South_America
5,NÃO sei,33,Lobby 4,Quarterfinals,South_America
6,AGCL,32,Lobby 4,Quarterfinals,South_America
7,sFx,31,Lobby 4,Quarterfinals,South_America
8,HU3HU3HU3BR,24,Lobby 4,Quarterfinals,South_America
9,Inka Supremacy,19,Lobby 4,Quarterfinals,South_America
10,Seven,17,Lobby 4,Quarterfinals,South_America
11,1crack2crack,17,Lobby 4,Quarterfinals,South_America
12,PATETEX,16,Lobby 4,Quarterfinals,South_America
13,ZGravityEsports,16,Lobby 4,Quarterfinals,South_America
14,KARMA K41,15,Lobby 4,Quarterfinals,South_America
15,Spartan Warriors,12,Lobby 4,Quarterfinals,South_America
16,KPS,8,Lobby 4,Quarterfinals,South_America
17,Squad Sombra,7,Lobby 4,Quarterfinals,South_America
18,OS KRACUDOS,6,Lobby 4,Quarterfinals,South_America
19,BRATVA420Forever,4,Lobby 4,Quarterfinals,South_America
20,SCAL,1,Lobby 4,Quarterfinals,South_America
1,Slav Animals,54,Lobby 1,Semifinals,South_America
2,As Misera,41,Lobby 1,Semifinals,South_America
3,TK,41,Lobby 1,Semifinals,South_America
4,ZETTA,35,Lobby 1,Semifinals,South_America
5,USB,34,Lobby 1,Semifinals,South_America
6,Blagueur,31,Lobby 1,Semifinals,South_America
7,SLU,31,Lobby 1,Semifinals,South_America
8,Coquinha gelada,28,Lobby 1,Semifinals,South_America
9,CIA,25,Lobby 1,Semifinals,South_America
10,Pandora,20,Lobby 1,Semifinals,South_America
11,Duty calls,16,Lobby 1,Semifinals,South_America
12,BRZ,15,Lobby 1,Semifinals,South_America
13,Team Magestic,14,Lobby 1,Semifinals,South_America
14,Sobek,13,Lobby 1,Semifinals,South_America
15,UltiMaTuM,12,Lobby 1,Semifinals,South_America
16,BHT,10,Lobby 1,Semifinals,South_America
17,OnlyResenha,6,Lobby 1,Semifinals,South_America
18,Mystical,6,Lobby 1,Semifinals,South_America
19,Keep Moving Fwd,5,Lobby 1,Semifinals,South_America
20,Natural Killer,0,Lobby 1,Semifinals,South_America
1,AIM,55,Lobby 2,Semifinals,South_America
2,OF,51,Lobby 2,Semifinals,South_America
3,ElemenT,42,Lobby 2,Semifinals,South_America
4,TCS,42,Lobby 2,Semifinals,South_America
5,AGCL,35,Lobby 2,Semifinals,South_America
6,sFx,27,Lobby 2,Semifinals,South_America
7,SP,26,Lobby 2,Semifinals,South_America
8,Love Egirls,26,Lobby 2,Semifinals,South_America
9,BTH,26,Lobby 2,Semifinals,South_America
10,New Age,24,Lobby 2,Semifinals,South_America
11,PTX,23,Lobby 2,Semifinals,South_America
12,NÃO sei,16,Lobby 2,Semifinals,South_America
13,Infinity Evo,12,Lobby 2,Semifinals,South_America
14,1crack2crack,11,Lobby 2,Semifinals,South_America
15,OMEGA,6,Lobby 2,Semifinals,South_America
16,LostSoulsDreamer,5,Lobby 2,Semifinals,South_America
17,HU3HU3HU3BR,5,Lobby 2,Semifinals,South_America
18,Inka Supremacy,4,Lobby 2,Semifinals,South_America
19,ZISKA,4,Lobby 2,Semifinals,South_America
20,Svart Katze,2,Lobby 2,Semifinals,South_America
