Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby
1.0,Unsigned Talent,70,6,4,1,13,4,10,1,11,Lobby 10
2.0,WASH,67,1,21,9,9,6,5,6,12,Lobby 10
3.0,NSO,51,3,1,3,10,1,8,7,3,Lobby 10
4.0,ING,48,7,5,8,3,8,8,2,16,Lobby 10
5.0,Zoo Pals,35,2,8,5,6,12,6,17,1,Lobby 10
6.0,Wonderboys,29,4,1,2,3,11,0,3,3,Lobby 10
7.0,Pepes Silvia,25,15,0,7,3,3,4,5,3,Lobby 10
8.0,Mexican Demons,18,10,0,10,1,2,3,12,0,Lobby 10
9.0,LadyandTheTramps,16,5,6,6,0,10,0,13,0,Lobby 10
10.0,oni,14,14,8,18,1,19,1,11,2,Lobby 10
11.0,Laggy 'n Rollers,14,8,0,17,0,15,2,4,4,Lobby 10
12.0,EAB MODEL,13,20,0,19,3,5,1,10,3,Lobby 10
13.0,CVS,10,16,0,4,1,9,2,19,0,Lobby 10
14.0,The Loud Boys,9,12,0,15,3,17,3,14,0,Lobby 10
15.0,Space Mommy,7,13,0,13,0,14,3,15,0,Lobby 10
16.0,Waffle Stompers,6,9,1,16,0,7,0,18,0,Lobby 10
17.0,NNG,4,17,2,20,0,20,0,9,0,Lobby 10
18.0,Zachs Chest Hair,4,11,0,12,2,18,0,20,0,Lobby 10
19.0,Team PreMid,4,18,0,11,0,13,0,8,0,Lobby 10
20.0,TexasRatsnakes,1,19,0,14,0,16,0,16,0,Lobby 10
1.0,Dark Matter,53,4,6,4,15,0,0,1,10,Lobby 11
2.0,No Rolla Gang,44,2,12,2,3,6,2,7,3,Lobby 11
3.0,OA,38,1,8,5,6,14,2,4,0,Lobby 11
4.0,xD,37,13,4,18,3,1,15,15,1,Lobby 11
5.0,Hooiya,36,3,2,15,3,3,7,6,6,Lobby 11
6.0,LM,34,10,6,10,7,7,5,8,7,Lobby 11
7.0,Soli Deo Gloria,31,6,0,3,5,8,0,2,5,Lobby 11
8.0,Chosen Legacy,29,9,0,11,0,2,13,12,3,Lobby 11
9.0,Kings of Chaos,28,19,0,1,13,9,0,11,0,Lobby 11
10.0,TorontoMans,23,14,1,12,0,10,0,3,11,Lobby 11
11.0,ROT,17,12,8,13,0,17,3,5,0,Lobby 11
12.0,Manifest,12,20,0,7,1,5,2,10,0,Lobby 11
13.0,StunnerShades,10,8,1,8,0,12,3,14,0,Lobby 11
14.0,Athena NA,10,5,2,6,0,13,0,17,0,Lobby 11
15.0,PradoHouseCigar,6,11,3,19,0,18,0,9,0,Lobby 11
16.0,Team combat Pros,5,7,0,14,0,15,0,20,0,Lobby 11
17.0,Sad Bois,4,18,0,0,0,19,0,13,3,Lobby 11
18.0,Insurgents,3,15,1,17,0,11,0,18,0,Lobby 11
19.0,Club Cobra,1,16,0,16,0,16,1,16,0,Lobby 11
20.0,Spartan Mafia,0,17,0,0,0,0,0,19,0,Lobby 11
1.0,SUP,59,7,5,1,16,15,1,2,12,Lobby 12
2.0,BAD,56,1,10,5,2,12,1,1,14,Lobby 12
3.0,TGJ,47,3,9,11,3,1,9,14,5,Lobby 12
4.0,ForcesGG,34,2,6,4,1,10,7,9,2,Lobby 12
5.0,Just Having Fun,33,8,1,2,11,6,3,6,1,Lobby 12
6.0,Young Prodigies,32,4,6,9,0,7,5,3,4,Lobby 12
