Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,RAWR,47,1,13,2,6,14,3,7,0
2.0,VOID,46,2,4,3,6,3,6,6,4
3.0,HVND,41,8,4,9,4,1,16,15,0
4.0,PG,41,9,5,7,2,11,5,1,11
5.0,UORG,39,7,6,10,6,2,9,9,2
6.0,ChadP,33,14,1,5,1,5,2,2,11
7.0,OSU Esports,32,6,0,1,7,19,0,3,3
8.0,CDE,27,3,6,6,8,12,1,12,0
9.0,RDM,22,5,4,8,2,9,6,8,0
10.0,CBM,20,13,1,20,0,15,1,5,12
11.0,Tuguy,19,4,7,18,1,8,1,10,1
12.0,SKSQ,18,12,1,4,6,13,0,13,3
13.0,MFAM,16,18,0,16,3,17,3,4,5
14.0,cleevlund roxs,12,16,0,14,1,4,2,11,2
15.0,MLUL,10,10,1,11,2,6,0,19,1
16.0,WKM,10,15,0,12,2,7,2,14,0
17.0,ill,6,11,4,15,0,16,0,18,0
18.0,ABZ,5,17,0,13,1,18,0,16,3
19.0,Shadow Point,3,19,0,17,0,20,0,17,3
20.0,RT,2,20,0,19,0,10,0,20,0
