Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby
1.0,TREX,62,7,8,2,9,2,11,2,4,Lobby 1
2.0,Sxercise,40,11,4,3,11,3,3,8,5,Lobby 1
3.0,Onl1chance,38,19,2,8,6,15,0,1,15,Lobby 1
4.0,ZBW,38,4,9,1,9,19,0,17,3,Lobby 1
5.0,GOD,38,1,10,19,0,7,0,3,6,Lobby 1
6.0,SYND,32,17,5,14,0,1,11,12,2,Lobby 1
7.0,Uchinix,28,3,4,20,0,8,5,5,6,Lobby 1
8.0,SPIRAL,21,13,0,6,6,4,6,20,0,Lobby 1
9.0,Dark Synergy,19,20,2,11,2,14,3,4,5,Lobby 1
10.0,SPPI,19,9,2,4,4,11,3,9,0,Lobby 1
11.0,F7,19,2,5,15,0,6,0,13,0,Lobby 1
12.0,SKJ,14,12,0,9,0,9,9,19,0,Lobby 1
13.0,ARIS,13,16,0,13,1,5,4,16,3,Lobby 1
14.0,T3W,12,8,2,18,0,16,1,6,4,Lobby 1
15.0,ThatsNotaBoulder,11,10,1,7,3,10,0,18,0,Lobby 1
16.0,DerpSquad,10,15,3,17,0,13,0,10,3,Lobby 1
17.0,Oui,10,18,0,10,4,12,0,7,0,Lobby 1
18.0,Senbonzakura,10,6,0,5,2,20,0,14,0,Lobby 1
19.0,Yes,7,5,2,16,0,18,0,15,0,Lobby 1
20.0,HEXA,6,14,0,12,0,17,3,11,0,Lobby 1
1.0,SJP2,72,1,15,9,6,1,23,19,2,Lobby 2
2.0,SMS,35,2,8,18,0,2,6,7,0,Lobby 2
3.0,Xc,34,4,2,2,8,4,4,12,0,Lobby 2
4.0,LOS,31,3,6,8,0,13,0,2,6,Lobby 2
5.0,Velocity,31,10,1,5,1,15,0,1,10,Lobby 2
6.0,HLDC,30,7,7,6,7,9,5,8,1,Lobby 2
7.0,CRAZYx3,28,5,0,3,11,12,3,11,1,Lobby 2
8.0,TRJ,25,6,0,19,0,5,6,6,9,Lobby 2
9.0,NoToDay,24,19,0,15,2,6,0,3,11,Lobby 2
10.0,CHI,24,15,3,1,5,17,0,10,1,Lobby 2
11.0,21cm,20,8,3,17,3,3,4,15,0,Lobby 2
12.0,VIVIFY,18,16,0,12,0,7,4,4,5,Lobby 2
13.0,Team KST,14,12,0,10,0,14,0,5,6,Lobby 2
14.0,PRSTS,13,11,2,13,2,10,1,13,3,Lobby 2
15.0,1515,10,20,0,4,5,20,0,17,0,Lobby 2
16.0,Justthreeplayers,9,18,0,14,6,18,0,20,2,Lobby 2
17.0,NoFear,9,14,1,11,2,16,3,14,0,Lobby 2
18.0,2vodkas1beer,6,13,4,20,0,19,0,16,1,Lobby 2
19.0,ExplosionFusion,6,17,0,7,1,8,0,18,0,Lobby 2
20.0,megaharosh,6,9,1,16,0,11,0,9,0,Lobby 2
1.0,1872,55,12,7,5,4,1,15,3,5,Lobby 3
2.0,HNY,49,2,6,11,4,2,6,6,11,Lobby 3
3.0,3FR,49,4,6,2,8,3,8,8,4,Lobby 3
4.0,BFG,36,7,1,14,5,5,3,1,7,Lobby 3
5.0,CHASE,36,3,6,1,9,15,0,14,0,Lobby 3
6.0,NoHalo,33,1,15,15,0,11,1,16,3,Lobby 3
7.0,Steamroller,24,18,0,3,8,4,2,11,1,Lobby 3
8.0,SSD,19,16,0,9,1,19,0,2,7,Lobby 3
9.0,LucendiGaming,17,14,3,10,3,8,5,17,1,Lobby 3
10.0,Sip auf Hirn,16,15,3,4,6,20,0,15,0,Lobby 3
11.0,WLS,16,20,0,20,1,9,5,4,3,Lobby 3
12.0,4TH PARTY,16,9,0,7,2,13,3,5,1,Lobby 3
13.0,CG,13,10,1,6,0,10,5,19,0,Lobby 3
14.0,Table For Two,13,5,3,13,0,18,1,10,2,Lobby 3
15.0,Little stitious,12,8,5,17,0,7,2,18,0,Lobby 3
16.0,ZeroChance,11,6,0,19,1,6,1,13,2,Lobby 3
17.0,playing for content,10,11,2,16,2,16,1,12,3,Lobby 3
18.0,ORCL,7,19,0,12,2,17,0,9,2,Lobby 3
19.0,Skulls,6,17,1,18,1,14,0,7,0,Lobby 3
20.0,PepperX,4,13,0,8,0,12,0,20,0,Lobby 3
1.0,HKE,47,2,8,5,10,2,3,7,1,Lobby 4
2.0,ATK,42,8,5,18,0,8,6,1,15,Lobby 4
3.0,Kryptic,35,17,3,1,10,10,4,12,3,Lobby 4
4.0,backseat,34,5,2,4,3,13,3,4,11,Lobby 4
5.0,HRV,30,7,0,16,6,14,3,3,10,Lobby 4
6.0,BBG,30,18,0,2,6,3,3,11,4,Lobby 4
7.0,ALKallbl,28,1,8,7,2,19,0,6,0,Lobby 4
8.0,6bnt,27,10,4,3,3,5,7,20,0,Lobby 4
9.0,NyanPasu,26,15,0,11,2,1,9,15,0,Lobby 4
10.0,2Zoomers 1Boomer,24,3,1,9,2,7,4,14,4,Lobby 4
11.0,SCTA,24,4,2,14,2,4,6,10,1,Lobby 4
12.0,edit,20,6,8,15,3,12,4,16,0,Lobby 4
13.0,BLANK,19,9,2,20,0,16,0,2,6,Lobby 4
14.0,Are we in,15,12,2,17,2,11,3,5,2,Lobby 4
15.0,KYKLOS,11,16,5,10,1,6,0,19,0,Lobby 4
16.0,MantaX,8,11,1,8,2,20,0,9,0,Lobby 4
17.0,60fps,5,19,0,12,2,18,0,8,0,Lobby 4
18.0,NXB,5,20,0,13,0,9,1,13,0,Lobby 4
19.0,CHOC,5,13,0,6,0,15,0,18,0,Lobby 4
20.0,NeedONE,3,14,1,19,0,17,1,17,0,Lobby 4
