,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 January 8, 2022 - 12:00 PSTWorld's Edge Counter Logic Gaming Literally Vibing Last Minute","Round 1 Round 1 January 8, 2022 - 12:00 PSTWorld's Edge Counter Logic Gaming Literally Vibing Last Minute","Round 2 Round 2 January 8, 2022 - 12:35 PSTWorld's Edge Counter Logic Gaming start a fight eSports Last Minute","Round 2 Round 2 January 8, 2022 - 12:35 PSTWorld's Edge Counter Logic Gaming start a fight eSports Last Minute","Round 3 Round 3 January 8, 2022 - 13:10 PSTWorld's Edge Last Minute Literally Vibing LKM","Round 3 Round 3 January 8, 2022 - 13:10 PSTWorld's Edge Last Minute Literally Vibing LKM","Round 4 Round 4 January 8, 2022 - 13:45 PSTWorld's Edge Counter Logic Gaming Nightmare Rolla Theory","Round 4 Round 4 January 8, 2022 - 13:45 PSTWorld's Edge Counter Logic Gaming Nightmare Rolla Theory","Round 5 Round 5 January 8, 2022 - 14:20 PSTWorld's Edge Nightmare RCO eSports Counter Logic Gaming","Round 5 Round 5 January 8, 2022 - 14:20 PSTWorld's Edge Nightmare RCO eSports Counter Logic Gaming","Round 6 Round 6 January 8, 2022 - 14:55 PSTWorld's Edge RCO eSports Running Late Moanerz","Round 6 Round 6 January 8, 2022 - 14:55 PSTWorld's Edge RCO eSports Running Late Moanerz"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
0,1.0,CLG,83,1,11,1,9,18,0,1,8,3,5,4,2
1,2.0,LM,72,3,7,3,7,1,9,4,10,8,1,16,5
2,3.0,RCO,54,17,1,6,4,5,6,16,0,2,8,1,7
3,4.0,NM,50,8,2,15,0,4,5,2,5,1,5,8,2
4,5.0,WASH,38,19,0,8,9,7,9,14,0,7,11,20,0
5,6.0,D A B,36,7,6,4,2,11,0,13,1,5,5,6,5
6,7.0,SAF,36,12,5,2,7,9,0,5,2,6,2,15,0
7,8.0,LVG,36,2,8,9,3,2,3,20,0,19,0,9,0
8,9.0,RL,34,9,1,7,3,8,4,10,2,16,0,2,6
9,10.0,LKM,31,4,2,13,1,3,2,6,3,4,2,17,0
10,11.0,DUMPERS,27,13,2,18,0,6,6,18,0,15,2,7,9
11,12.0,MOAN,27,18,0,11,0,10,3,15,6,18,1,3,6
12,13.0,RT,21,20,0,14,0,19,0,3,6,9,2,12,2
13,14.0,AST,19,16,0,10,4,16,0,7,5,11,3,13,0
14,15.0,NEAN,18,10,1,19,1,15,4,12,5,12,2,18,0
15,16.0,BAD,18,11,1,20,0,20,0,8,2,14,2,10,7
16,17.0,Onyx,18,5,2,12,2,13,3,9,0,10,0,14,0
17,18.0,My Neck My Back,16,14,2,17,2,12,1,17,0,17,0,5,5
18,19.0,ERA,14,6,4,5,2,17,0,19,0,20,1,19,0
19,20.0,CAS,8,15,0,16,0,14,0,11,1,13,2,11,0
