,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 September 25, 2021 - 12:00 SGTWorld's Edge WHIZ Solitary Knights Vaczer Esport","Round 1 Round 1 September 25, 2021 - 12:00 SGTWorld's Edge WHIZ Solitary Knights Vaczer Esport","Round 2 Round 2 September 25, 2021 - 12:35 SGTWorld's Edge AFTERMATH Gaming Taiwan Evolution BERZERKER Solitary Knights","Round 2 Round 2 September 25, 2021 - 12:35 SGTWorld's Edge AFTERMATH Gaming Taiwan Evolution BERZERKER Solitary Knights","Round 3 Round 3 September 25, 2021 - 13:10 SGTWorld's Edge Evolution BERZERKER DNZ AFTERMATH Gaming Taiwan","Round 3 Round 3 September 25, 2021 - 13:10 SGTWorld's Edge Evolution BERZERKER DNZ AFTERMATH Gaming Taiwan","Round 4 Round 4 September 25, 2021 - 13:45 SGTWorld's Edge DNZ WHIZ Triple Threat OG","Round 4 Round 4 September 25, 2021 - 13:45 SGTWorld's Edge DNZ WHIZ Triple Threat OG"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K
0,1.0,DNZ,69,4,6,9,6,2,13,1,16
1,2.0,AMG TW,53,9,3,1,17,3,5,7,4
2,3.0,WHIZ,44,1,17,11,0,11,2,2,2
3,4.0,EVO BERZ,43,8,1,2,10,1,7,10,0
4,5.0,Yang baca jelek,36,5,6,4,1,4,5,6,7
5,6.0,SLK,26,2,0,3,0,9,1,5,3
6,7.0,Team Psycho,15,6,0,6,1,5,3,13,0
7,8.0,Vaczer Esport,15,3,3,13,0,13,1,8,0
8,9.0,Triple Threat OG,15,12,0,5,0,10,0,3,1
9,10.0,Happy To Be Here,11,13,0,10,1,8,0,4,0
10,11.0,Triple Cobra,10,7,0,7,0,7,0,12,0
11,12.0,WINGS,8,10,0,12,0,12,0,11,3
12,13.0,GaleottoD4C,8,11,0,8,0,6,0,9,0
