Standing,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
1.0,COFFE,81,6,5,1,14,15,0,3,5,1,15,5,3
2.0,eGIRLS,80,5,11,9,5,3,14,2,8,11,5,4,9
3.0,AIM,57,8,2,5,5,9,1,1,9,7,3,3,7
4.0,KC,49,2,8,8,6,5,6,6,1,5,4,11,1
5.0,GOAT,41,17,0,13,1,4,0,5,7,2,0,2,5
6.0,AK47,39,4,5,16,3,18,0,12,3,3,12,6,0
7.0,SP,37,12,3,15,0,1,13,9,5,16,0,0,0
8.0,TVA,33,7,4,7,0,2,4,13,3,12,0,8,3
9.0,SFD,32,11,0,4,2,17,0,18,0,6,2,1,7
10.0,Mystical,29,1,10,17,0,14,0,11,3,13,0,14,0
11.0,VsG,26,15,1,6,6,12,0,7,2,4,2,9,0
12.0,FL,24,9,1,12,3,7,4,8,3,15,0,13,3
13.0,2k ping,24,18,0,2,0,8,2,4,0,10,0,10,2
14.0,Barderos,21,3,4,11,1,11,6,15,0,0,0,0,0
15.0,Os Minhauu,17,16,0,3,4,13,2,16,0,9,0,15,0
16.0,TERM,16,19,0,10,3,6,0,14,0,14,0,7,3
17.0,QUAS,7,14,0,14,0,16,0,10,0,8,0,12,0
18.0,NVS,4,10,0,19,0,10,0,17,0,0,0,0,0
19.0,DEMON,1,13,0,18,0,0,0,0,0,0,0,0,0
20.0,9EX,0,0,0,0,0,0,0,0,0,0,0,0,0
