,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 October 4, 2021 - 18:00 BSTWorld's Edge FIGVAM Nemesis Top Dogs","Round 1 Round 1 October 4, 2021 - 18:00 BSTWorld's Edge FIGVAM Nemesis Top Dogs","Round 2 Round 2 October 4, 2021 - 18:30 BSTWorld's Edge Ethernal dead inside Chichivica","Round 2 Round 2 October 4, 2021 - 18:30 BSTWorld's Edge Ethernal dead inside Chichivica","Round 3 Round 3 October 4, 2021 - 19:00 BSTWorld's Edge plei Odin Gamers Chichivica","Round 3 Round 3 October 4, 2021 - 19:00 BSTWorld's Edge plei Odin Gamers Chichivica","Round 4 Round 4 October 4, 2021 - 19:30 BSTWorld's Edge FIGVAM MajorPushers Priests","Round 4 Round 4 October 4, 2021 - 19:30 BSTWorld's Edge FIGVAM MajorPushers Priests","Round 5 Round 5 October 4, 2021 - 20:00 BSTWorld's Edge Redragon MajorPushers Chichivica","Round 5 Round 5 October 4, 2021 - 20:00 BSTWorld's Edge Redragon MajorPushers Chichivica","Round 6 Round 6 October 4, 2021 - 20:30 BSTWorld's Edge MajorPushers Clean Chichivica","Round 6 Round 6 October 4, 2021 - 20:30 BSTWorld's Edge MajorPushers Clean Chichivica"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
0,1.0,MP,70,7,10,5,3,18,2,2,3,2,7,1,8
1,2.0,CLN,57,5,2,6,12,9,7,7,2,6,3,2,7
2,3.0,TD,54,3,8,4,8,7,6,4,7,8,3,17,0
3,4.0,RD,50,15,2,8,2,12,1,8,6,1,13,4,3
4,5.0,FV,48,1,9,13,0,8,0,1,4,19,0,8,6
5,6.0,CRAZYx3,45,11,3,15,3,4,9,10,8,15,0,6,9
6,7.0,CHI,43,20,0,3,1,3,5,11,0,3,5,3,3
7,8.0,plei,35,13,0,20,0,1,9,6,0,7,2,7,2
8,9.0,DI,34,9,6,2,6,11,2,17,0,9,3,13,2
9,10.0,PRSTS,33,4,0,16,1,17,1,3,16,10,0,14,0
10,11.0,NMS,32,2,9,10,2,16,1,5,4,14,0,16,0
11,12.0,ETH,31,17,0,1,9,19,1,18,0,5,2,10,1
12,13.0,OG,27,12,0,19,0,2,1,13,3,4,6,15,0
13,14.0,Weebs Out,22,10,1,12,2,15,3,12,2,18,0,5,5
14,15.0,PXL,19,8,0,9,4,20,0,14,2,12,7,19,0
15,16.0,DM,18,14,5,7,3,10,1,15,0,17,0,9,0
16,17.0,AAS,16,16,0,17,2,5,3,9,0,13,3,11,0
17,18.0,FC,15,18,0,18,0,14,1,19,0,11,4,12,7
18,19.0,Dababy,10,6,0,14,0,13,2,20,1,20,0,18,2
19,20.0,ORCL,8,19,0,11,0,6,2,16,0,16,1,20,1
