Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,DI,82,1,11,1,15,6,10,2,10
2.0,Undertaker,57,3,9,4,8,1,15,12,0
3.0,RAT,31,10,1,7,14,3,0,9,2
4.0,SYND,31,6,0,19,0,9,3,1,11
5.0,Wattson Simps,31,18,0,5,1,2,3,3,7
6.0,Weebs Out,23,8,2,18,2,4,8,14,3
7.0,fifth grader,23,4,4,10,0,16,3,7,6
8.0,Moanerz EU,21,5,8,9,2,18,0,11,4
9.0,BGR,19,15,0,3,0,7,3,10,3
10.0,Sxercise,18,2,2,14,0,11,0,6,2
11.0,Convergent,17,12,1,2,4,13,1,17,0
12.0,iEnvy,16,9,5,16,0,14,0,4,3
13.0,NIBL,15,13,1,12,3,15,3,15,4
14.0,Phoenix,13,16,2,6,2,20,0,5,2
15.0,Falcons,10,7,4,13,2,19,0,16,0
16.0,3apushili umerli,10,19,0,11,3,5,2,20,0
17.0,TURKs,10,20,0,8,1,10,2,13,2
18.0,Bontoutou_ESPORT,7,14,0,17,0,8,2,8,0
19.0,qoud vera Genus,5,11,3,15,0,17,0,18,0
20.0,PolyGuys,2,17,0,20,1,12,0,19,0
