Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,Vidrovszki,62,1,15,13,2,6,7,3,15
2.0,Sheriffs,56,7,14,10,6,2,4,1,6
3.0,NMS,51,2,7,6,6,3,14,13,4
4.0,ATK,41,12,1,1,12,15,5,6,6
5.0,NXB,28,4,3,5,3,4,6,12,1
6.0,Fluffy Bunnies,28,3,3,9,3,11,0,2,3
7.0,Explosion,26,5,9,12,3,16,6,9,1
8.0,T3W,25,13,0,3,3,8,1,4,6
9.0,QualEnjoyers,22,11,1,11,0,1,7,17,0
10.0,thr33 stack,21,20,0,4,3,5,2,8,5
11.0,SMS,17,16,3,2,4,19,0,14,0
12.0,Lunar,12,14,0,16,3,18,0,5,4
13.0,Simply_E_Sports,12,10,0,7,4,12,0,11,1
14.0,HKE,11,18,0,14,2,9,2,7,1
15.0,NoWayFzB,10,8,2,20,0,7,1,18,2
16.0,GVG,9,6,0,19,0,13,0,10,3
17.0,WICKED,4,17,0,8,1,14,0,16,0
18.0,Instalock Jett,4,15,0,15,0,10,0,19,0
19.0,IMP Syndicate,2,19,0,17,0,20,1,15,0
20.0,Arise eSport 2,2,9,0,18,0,17,0,20,0
