StandingsPlacements and killsPoints,Team,Total,"Round 1 Round 1 September 11, 2021 - 14:20 BSTWorld's Edge BearClaw Gaming AllPlanned WhyUs","Round 1 Round 1 September 11, 2021 - 14:20 BSTWorld's Edge BearClaw Gaming AllPlanned WhyUs.1","Round 2 Round 2 September 11, 2021 - 14:55 BSTWorld's Edge AAS Morning Stars Excellent Era","Round 2 Round 2 September 11, 2021 - 14:55 BSTWorld's Edge AAS Morning Stars Excellent Era.1","Round 3 Round 3 September 11, 2021 - 15:30 BSTWorld's Edge BearClaw Gaming Morning Stars AAS","Round 3 Round 3 September 11, 2021 - 15:30 BSTWorld's Edge BearClaw Gaming Morning Stars AAS.1","Round 4 Round 4 September 11, 2021 - 16:05 BSTWorld's Edge BearClaw Gaming GIGI RNGBless",Lobby,"Round 1 Round 1 September 11, 2021 - 14:20 BSTWorld's Edge SPIRAL Team NoFear Gaming Oracle Esport","Round 1 Round 1 September 11, 2021 - 14:20 BSTWorld's Edge SPIRAL Team NoFear Gaming Oracle Esport.1","Round 2 Round 2 September 11, 2021 - 14:55 BSTWorld's Edge MajorPushers superdumplings SPIRAL Team","Round 2 Round 2 September 11, 2021 - 14:55 BSTWorld's Edge MajorPushers superdumplings SPIRAL Team.1","Round 3 Round 3 September 11, 2021 - 15:30 BSTWorld's Edge MajorPushers Hope Die Last UTFT","Round 3 Round 3 September 11, 2021 - 15:30 BSTWorld's Edge MajorPushers Hope Die Last UTFT.1","Round 4 Round 4 September 11, 2021 - 16:05 BSTWorld's Edge UTFT Australis FIGVAM","Round 1 Round 1 September 11, 2021 - 14:20 BSTWorld's Edge DungeonMast33rs Top Dogs Reakless","Round 1 Round 1 September 11, 2021 - 14:20 BSTWorld's Edge DungeonMast33rs Top Dogs Reakless.1","Round 2 Round 2 September 11, 2021 - 14:55 BSTWorld's Edge WeLoveShotgun NotoriousFamily BORGIR","Round 2 Round 2 September 11, 2021 - 14:55 BSTWorld's Edge WeLoveShotgun NotoriousFamily BORGIR.1","Round 3 Round 3 September 11, 2021 - 15:30 BSTWorld's Edge BORGIR 6 banok na troih WeLoveShotgun","Round 3 Round 3 September 11, 2021 - 15:30 BSTWorld's Edge BORGIR 6 banok na troih WeLoveShotgun.1","Round 4 Round 4 September 11, 2021 - 16:05 BSTWorld's Edge BORGIR Top Dogs DungeonMast33rs","Round 1 Round 1 September 11, 2021 - 14:20 BSTWorld's Edge LegionF Mat For Victory Ethernal","Round 1 Round 1 September 11, 2021 - 14:20 BSTWorld's Edge LegionF Mat For Victory Ethernal.1","Round 2 Round 2 September 11, 2021 - 14:55 BSTWorld's Edge Ethernal GVG LegionF","Round 2 Round 2 September 11, 2021 - 14:55 BSTWorld's Edge Ethernal GVG LegionF.1","Round 3 Round 3 September 11, 2021 - 15:30 BSTWorld's Edge 3turrets1brain Team Legion Ethernal","Round 3 Round 3 September 11, 2021 - 15:30 BSTWorld's Edge 3turrets1brain Team Legion Ethernal.1","Round 4 Round 4 September 11, 2021 - 16:05 BSTWorld's Edge KOMANDA A GVG 3turrets1brain","Round 1 Round 1 September 11, 2021 - 14:20 BSTWorld's Edge K1CK SUCCUBUS Rats","Round 1 Round 1 September 11, 2021 - 14:20 BSTWorld's Edge K1CK SUCCUBUS Rats.1","Round 2 Round 2 September 11, 2021 - 14:55 BSTWorld's Edge K1CK SeComportaYa Priests","Round 2 Round 2 September 11, 2021 - 14:55 BSTWorld's Edge K1CK SeComportaYa Priests.1","Round 3 Round 3 September 11, 2021 - 15:30 BSTWorld's Edge Sxercise Controller City KIMADAZ","Round 3 Round 3 September 11, 2021 - 15:30 BSTWorld's Edge Sxercise Controller City KIMADAZ.1","Round 4 Round 4 September 11, 2021 - 16:05 BSTWorld's Edge KIMADAZ Sxercise K1CK","Round 1 Round 1 September 11, 2021 - 14:20 BSTWorld's Edge 69iQ eSports Aspirateur NurzethexStyleS","Round 1 Round 1 September 11, 2021 - 14:20 BSTWorld's Edge 69iQ eSports Aspirateur NurzethexStyleS.1","Round 2 Round 2 September 11, 2021 - 14:55 BSTWorld's Edge uwuowoboys ATK dead inside","Round 2 Round 2 September 11, 2021 - 14:55 BSTWorld's Edge uwuowoboys ATK dead inside.1","Round 3 Round 3 September 11, 2021 - 15:30 BSTWorld's Edge NoWay XBox dead inside T-Rex","Round 3 Round 3 September 11, 2021 - 15:30 BSTWorld's Edge NoWay XBox dead inside T-Rex.1","Round 4 Round 4 September 11, 2021 - 16:05 BSTWorld's Edge T-Rex TURKs dead inside","Round 1 Round 1 September 11, 2021 - 14:20 BSTWorld's Edge Redragon NIBBLE Esports Team Volpid","Round 1 Round 1 September 11, 2021 - 14:20 BSTWorld's Edge Redragon NIBBLE Esports Team Volpid.1","Round 2 Round 2 September 11, 2021 - 14:55 BSTWorld's Edge Sheriffs Team Volpid signelunaire","Round 2 Round 2 September 11, 2021 - 14:55 BSTWorld's Edge Sheriffs Team Volpid signelunaire.1","Round 3 Round 3 September 11, 2021 - 15:30 BSTWorld's Edge Enoughandmore Team Volpid FaTuttoilPad","Round 3 Round 3 September 11, 2021 - 15:30 BSTWorld's Edge Enoughandmore Team Volpid FaTuttoilPad.1","Round 4 Round 4 September 11, 2021 - 16:05 BSTWorld's Edge Sheriffs Kvasna JIGSAW","Round 1 Round 1 September 11, 2021 - 14:20 BSTWorld's Edge Nemesis Undertaker 3 Jabronies","Round 1 Round 1 September 11, 2021 - 14:20 BSTWorld's Edge Nemesis Undertaker 3 Jabronies.1","Round 2 Round 2 September 11, 2021 - 14:55 BSTWorld's Edge Undertaker MZY Monkey Milkers","Round 2 Round 2 September 11, 2021 - 14:55 BSTWorld's Edge Undertaker MZY Monkey Milkers.1","Round 3 Round 3 September 11, 2021 - 15:30 BSTWorld's Edge 3 Jabronies Space Pigeons Vanaheim Gaming","Round 3 Round 3 September 11, 2021 - 15:30 BSTWorld's Edge 3 Jabronies Space Pigeons Vanaheim Gaming.1","Round 4 Round 4 September 11, 2021 - 16:05 BSTWorld's Edge Bacalhau Space Pigeons Undertaker"
10.0,Mat For Victory,19,,,,,,,,Lobby 4,,,,,,,,,,,,,,,29,55,160,0,92,0,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,ARIS,16,,,,,,,,Lobby 4,,,,,,,,,,,,,,,54,33,102,0,54,33,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,Crying our best,14,,,,,,,,Lobby 4,,,,,,,,,,,,,,,160,0,63,0,82,55,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,PunX,14,,,,,,,,Lobby 4,,,,,,,,,,,,,,,111,0,82,44,73,11,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,Senshi,11,,,,,,,,Lobby 4,,,,,,,,,,,,,,,200,0,45,22,121,11,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,no team name,7,,,,,,,,Lobby 4,,,,,,,,,,,,,,,121,0,180,0,131,44,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,KJT,6,,,,,,,,Lobby 4,,,,,,,,,,,,,,,180,0,111,0,180,0,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,WARM Esport,6,,,,,,,,Lobby 4,,,,,,,,,,,,,,,92,11,170,0,63,0,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,EFG,2,,,,,,,,Lobby 4,,,,,,,,,,,,,,,141,0,141,0,160,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,Apex Who Dis,1,,,,,,,,Lobby 4,,,,,,,,,,,,,,,151,0,200,0,200,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0,Xaler,1,,,,,,,,Lobby 4,,,,,,,,,,,,,,,190,0,190,0,190,0,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 0_level_2,Team,Total,,,,,,,,Lobby 5,,,,,,,,,,,,,,,,,,,,,,P,K,P,K,P,K,P,,,,,,,,,,,,,,,,,,,,,
1.0,K1CK,70,,,,,,,,Lobby 5,,,,,,,,,,,,,,,,,,,,,,112,77,112,1212,54,77,37,,,,,,,,,,,,,,,,,,,,,
2.0,KIMADAZ,43,,,,,,,,Lobby 5,,,,,,,,,,,,,,,,,,,,,,121,11,121,0,37,1010,112,,,,,,,,,,,,,,,,,,,,,
3.0,Sxercise,37,,,,,,,,Lobby 5,,,,,,,,,,,,,,,,,,,,,,170,0,63,11,112,66,29,,,,,,,,,,,,,,,,,,,,,
4.0,Plombralicious,36,,,,,,,,Lobby 5,,,,,,,,,,,,,,,,,,,,,,45,99,45,1010,92,11,82,,,,,,,,,,,,,,,,,,,,,
5.0,PRSTS,34,,,,,,,,Lobby 5,,,,,,,,,,,,,,,,,,,,,,131,55,37,33,45,66,63,,,,,,,,,,,,,,,,,,,,,
6.0,SCTA,31,,,,,,,,Lobby 5,,,,,,,,,,,,,,,,,,,,,,141,44,29,66,63,11,45,,,,,,,,,,,,,,,,,,,,,
7.0,SCBS,28,,,,,,,,Lobby 5,,,,,,,,,,,,,,,,,,,,,,29,55,102,33,73,22,73,,,,,,,,,,,,,,,,,,,,,
8.0,CHI,19,,,,,,,,Lobby 5,,,,,,,,,,,,,,,,,,,,,,54,11,54,44,121,33,102,,,,,,,,,,,,,,,,,,,,,
9.0,RAT,18,,,,,,,,Lobby 5,,,,,,,,,,,,,,,,,,,,,,37,22,111,66,151,0,121,,,,,,,,,,,,,,,,,,,,,
10.0,Controller City,18,,,,,,,,Lobby 5,,,,,,,,,,,,,,,,,,,,,,102,0,92,0,29,55,170,,,,,,,,,,,,,,,,,,,,,
11.0,Ragshack Bangers,16,,,,,,,,Lobby 5,,,,,,,,,,,,,,,,,,,,,,82,66,82,0,111,0,131,,,,,,,,,,,,,,,,,,,,,
12.0,Beams Only,16,,,,,,,,Lobby 5,,,,,,,,,,,,,,,,,,,,,,92,33,73,0,160,0,54,,,,,,,,,,,,,,,,,,,,,
13.0,Explosion,14,,,,,,,,Lobby 5,,,,,,,,,,,,,,,,,,,,,,63,66,141,22,141,0,111,,,,,,,,,,,,,,,,,,,,,
14.0,Nooobix,12,,,,,,,,Lobby 5,,,,,,,,,,,,,,,,,,,,,,190,0,160,33,82,55,151,,,,,,,,,,,,,,,,,,,,,
15.0,ThatsaYouProblem,11,,,,,,,,Lobby 5,,,,,,,,,,,,,,,,,,,,,,151,33,151,11,170,0,92,,,,,,,,,,,,,,,,,,,,,
16.0,SPL,11,,,,,,,,Lobby 5,,,,,,,,,,,,,,,,,,,,,,73,22,170,0,102,11,141,,,,,,,,,,,,,,,,,,,,,
17.0,GOD,10,,,,,,,,Lobby 5,,,,,,,,,,,,,,,,,,,,,,111,11,131,33,131,0,160,,,,,,,,,,,,,,,,,,,,,
18.0,Exiled,0,,,,,,,,Lobby 5,,,,,,,,,,,,,,,,,,,,,,160,0,200,0,200,0,200,,,,,,,,,,,,,,,,,,,,,
19.0,SUETA,0,,,,,,,,Lobby 5,,,,,,,,,,,,,,,,,,,,,,180,0,180,0,200,0,200,,,,,,,,,,,,,,,,,,,,,
20.0,fifth grader,0,,,,,,,,Lobby 5,,,,,,,,,,,,,,,,,,,,,,200,0,200,0,200,0,200,,,,,,,,,,,,,,,,,,,,,
Unnamed: 0_level_2,Team,Total,,,,,,,,Lobby 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,K,P,K,P,K,P,,,,,,,,,,,,,,
1.0,DI,64,,,,,,,,Lobby 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,66,37,1111,29,1010,37,,,,,,,,,,,,,,
2.0,69IQ,50,,,,,,,,Lobby 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,1717,131,44,73,77,82,,,,,,,,,,,,,,
3.0,uwuowoboys,42,,,,,,,,Lobby 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,0,112,99,45,55,45,,,,,,,,,,,,,,
4.0,TREX,40,,,,,,,,Lobby 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,0,73,66,37,55,112,,,,,,,,,,,,,,
5.0,ATK,33,,,,,,,,Lobby 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,22,29,99,54,44,131,,,,,,,,,,,,,,
6.0,TURKs,30,,,,,,,,Lobby 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,77,151,22,151,33,29,,,,,,,,,,,,,,
7.0,NoWay XBox,30,,,,,,,,Lobby 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,0,102,0,112,88,73,,,,,,,,,,,,,,
8.0,Aspirateur,29,,,,,,,,Lobby 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,99,170,0,92,22,102,,,,,,,,,,,,,,
9.0,NurzethexStyleS,18,,,,,,,,Lobby 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,99,180,11,160,0,151,,,,,,,,,,,,,,
10.0,Lunar,18,,,,,,,,Lobby 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,33,92,0,121,0,54,,,,,,,,,,,,,,
11.0,Tweetlonger,17,,,,,,,,Lobby 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,11,111,55,111,22,63,,,,,,,,,,,,,,
12.0,HNY,14,,,,,,,,Lobby 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,0,45,22,63,11,111,,,,,,,,,,,,,,
13.0,Illuminary FTW,13,,,,,,,,Lobby 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,22,54,0,131,0,92,,,,,,,,,,,,,,
14.0,HLDC,9,,,,,,,,Lobby 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,22,82,0,102,33,160,,,,,,,,,,,,,,
15.0,Peak Performerz,6,,,,,,,,Lobby 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,0,141,22,82,11,170,,,,,,,,,,,,,,
16.0,LPm,6,,,,,,,,Lobby 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,0,121,0,141,0,121,,,,,,,,,,,,,,
17.0,Carnage,6,,,,,,,,Lobby 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,0,63,11,170,0,141,,,,,,,,,,,,,,
18.0,TRIADA,1,,,,,,,,Lobby 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,0,200,0,200,0,200,,,,,,,,,,,,,,
19.0,BlueCheeseGaming,0,,,,,,,,Lobby 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,0,160,0,200,0,200,,,,,,,,,,,,,,
20.0,TRS Clan,0,,,,,,,,Lobby 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,0,200,0,200,0,200,,,,,,,,,,,,,,
Unnamed: 0_level_2,Team,Total,,,,,,,,Lobby 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,K,P,K,P,K,P,,,,,,,
1.0,Sheriffs,72,,,,,,,,Lobby 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,66,112,1717,121,66,112,,,,,,,
2.0,Team Volpid,62,,,,,,,,Lobby 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,1414,29,77,29,77,45,,,,,,,
3.0,RD,43,,,,,,,,Lobby 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,77,151,22,92,1111,131,,,,,,,
4.0,signelunaire,28,,,,,,,,Lobby 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,0,37,66,102,44,63,,,,,,,
5.0,Enoughandmore,27,,,,,,,,Lobby 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,11,63,0,112,88,111,,,,,,,
6.0,Kvasna,25,,,,,,,,Lobby 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,11,111,11,111,33,29,,,,,,,
7.0,Nuclear Apes,23,,,,,,,,Lobby 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,11,45,11,54,44,92,,,,,,,
8.0,BOOBA,22,,,,,,,,Lobby 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,44,54,22,63,11,54,,,,,,,
9.0,NIBL,21,,,,,,,,Lobby 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,66,141,0,131,0,102,,,,,,,
10.0,JIGSAW,19,,,,,,,,Lobby 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,0,73,66,141,0,37,,,,,,,
11.0,T3W,17,,,,,,,,Lobby 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,0,82,44,45,33,82,,,,,,,
12.0,MF,15,,,,,,,,Lobby 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,11,131,0,73,0,73,,,,,,,
13.0,Vain,10,,,,,,,,Lobby 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,22,102,11,82,11,141,,,,,,,
14.0,FaTuttoilPad,10,,,,,,,,Lobby 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,0,170,0,37,11,121,,,,,,,
15.0,NXB,7,,,,,,,,Lobby 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,44,160,0,180,0,170,,,,,,,
16.0,Siliciler,7,,,,,,,,Lobby 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,33,180,0,151,0,151,,,,,,,
17.0,FIRE CLAN,5,,,,,,,,Lobby 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,0,92,33,160,0,180,,,,,,,
18.0,Lagom,3,,,,,,,,Lobby 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,0,121,0,170,0,160,,,,,,,
19.0,Wellenförmig™,0,,,,,,,,Lobby 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,0,200,0,200,0,200,,,,,,,
20.0,Vagabonds,0,,,,,,,,Lobby 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,0,200,0,200,0,200,,,,,,,
Unnamed: 0_level_2,Team,Total,,,,,,,,Lobby 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,K,P,K,P,K,P
1.0,Undertaker,62,,,,,,,,Lobby 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1313,112,77,82,66,37
2.0,CLN,52,,,,,,,,Lobby 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,99,92,1111,45,66,63
3.0,3 Jabronies,37,,,,,,,,Lobby 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,33,63,22,112,88,131
4.0,NMS,34,,,,,,,,Lobby 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,66,102,44,111,55,111
5.0,Monkey Milkers,27,,,,,,,,Lobby 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,0,37,55,92,66,73
6.0,Bacalhau,27,,,,,,,,Lobby 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,0,131,0,54,33,112
7.0,SPPI,26,,,,,,,,Lobby 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,0,160,0,29,33,29
8.0,HKE,23,,,,,,,,Lobby 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,44,170,11,131,0,54
9.0,OG,19,,,,,,,,Lobby 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,22,111,0,102,66,45
10.0,MZY,19,,,,,,,,Lobby 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,0,29,66,141,11,82
11.0,Kryptic,18,,,,,,,,Lobby 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,44,45,11,73,11,151
12.0,Vanaheim Gaming,17,,,,,,,,Lobby 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,0,82,44,37,33,160
13.0,1515,16,,,,,,,,Lobby 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,11,54,55,151,0,92
14.0,Excellents,13,,,,,,,,Lobby 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,0,151,66,121,11,141
15.0,BFG,13,,,,,,,,Lobby 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,11,141,11,63,11,102
16.0,60fps,11,,,,,,,,Lobby 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,77,121,0,160,0,121
17.0,BWG,5,,,,,,,,Lobby 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,0,73,0,170,0,180
18.0,3 Uomini 1 Gamba,0,,,,,,,,Lobby 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,0,200,0,200,0,200
19.0,Aesir,0,,,,,,,,Lobby 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,0,180,0,180,0,170
20.0,DoubleuandL,0,,,,,,,,Lobby 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,0,200,0,200,0,200
