Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby,Round,P.4,K.4,P.5,K.5
1.0,Team seven,57,63,55,29,88,37,77,112,66,Lobby 1,Round_1,,,,
2.0,KZN,51,29,33,112,1111,63,22,37,44,Lobby 1,Round_1,,,,
3.0,BTH,42,111,0,82,11,112,66,29,1111,Lobby 1,Round_1,,,,
4.0,BRZ,39,112,88,45,22,92,33,45,22,Lobby 1,Round_1,,,,
5.0,GDb,26,73,22,102,33,45,55,63,33,Lobby 1,Round_1,,,,
6.0,TRAGIIC BR,24,37,11,111,0,29,44,111,11,Lobby 1,Round_1,,,,
7.0,SLU,18,92,0,63,22,82,11,54,44,Lobby 1,Round_1,,,,
8.0,NOKID E-SPORTS,16,102,0,37,11,54,0,82,0,Lobby 1,Round_1,,,,
9.0,KDT - Amber,12,45,11,73,0,111,0,92,0,Lobby 1,Round_1,,,,
10.0,PATETEX,12,82,0,54,0,102,11,73,0,Lobby 1,Round_1,,,,
11.0,MASE,11,54,0,92,0,73,0,102,0,Lobby 1,Round_1,,,,
1.0,As Misera,0,0,0,0,0,0,0,0,0,Lobby 2,Round_1,,,,
2.0,BRATVA420Forever,0,0,0,0,0,0,0,0,0,Lobby 2,Round_1,,,,
3.0,DavillaCrew,0,0,0,0,0,0,0,0,0,Lobby 2,Round_1,,,,
4.0,LostSoulsDreamer,0,0,0,0,0,0,0,0,0,Lobby 2,Round_1,,,,
5.0,Morri Nem Vi,0,0,0,0,0,0,0,0,0,Lobby 2,Round_1,,,,
6.0,PoliShopu,0,0,0,0,0,0,0,0,0,Lobby 2,Round_1,,,,
7.0,PVP,0,0,0,0,0,0,0,0,0,Lobby 2,Round_1,,,,
8.0,Vingadores Team,0,0,0,0,0,0,0,0,0,Lobby 2,Round_1,,,,
9.0,BHT,0,0,0,0,0,0,0,0,0,Lobby 2,Round_1,,,,
10.0,AIM,0,0,0,0,0,0,0,0,0,Lobby 2,Round_1,,,,
1.0,SST,65,29,1212,37,55,112,1010,37,33,Lobby 3,Round_1,,,,
2.0,ElemenT,54,63,0,29,1313,29,33,112,55,Lobby 3,Round_1,,,,
3.0,Online,42,112,44,112,44,54,0,45,11,Lobby 3,Round_1,,,,
4.0,Love Egirls,31,102,0,102,0,37,99,63,88,Lobby 3,Round_1,,,,
5.0,SP,26,92,44,63,0,82,22,29,44,Lobby 3,Round_1,,,,
6.0,ZGravityEsports,23,37,33,45,0,73,33,102,0,Lobby 3,Round_1,,,,
7.0,Seven,19,73,33,54,0,111,0,73,55,Lobby 3,Round_1,,,,
8.0,Los perro waton,14,45,22,92,0,63,0,92,0,Lobby 3,Round_1,,,,
9.0,Platinas Team,12,54,0,111,0,45,0,82,0,Lobby 3,Round_1,,,,
10.0,Ainz oal gown,10,82,0,82,0,92,0,54,0,Lobby 3,Round_1,,,,
11.0,Dynanik,7,111,0,73,0,102,0,111,0,Lobby 3,Round_1,,,,
1.0,OMEGA,54,29,66,37,1111,92,0,112,77,Lobby 4,Round_1,,,,
2.0,TCS,53,63,33,112,99,112,88,73,33,Lobby 4,Round_1,,,,
3.0,Sobek,35,112,55,29,11,45,11,82,0,Lobby 4,Round_1,,,,
4.0,PRDX,34,45,66,54,44,54,22,37,22,Lobby 4,Round_1,,,,
5.0,Fluxo Team,34,37,0,63,0,37,1111,45,11,Lobby 4,Round_1,,,,
6.0,ICEBERGS,32,54,55,200,0,73,0,29,1111,Lobby 4,Round_1,,,,
7.0,LIONS,18,111,0,92,0,29,33,92,11,Lobby 4,Round_1,,,,
8.0,LosÁlamosGaming,14,102,0,45,0,63,0,54,0,Lobby 4,Round_1,,,,
9.0,Legión de monos,10,82,0,73,0,82,0,63,0,Lobby 4,Round_1,,,,
10.0,Tarapaca Gaming,2,92,0,200,0,200,0,200,0,Lobby 4,Round_1,,,,
11.0,TBG,2,200,0,102,0,200,0,200,0,Lobby 4,Round_1,,,,
1.0,ALFA WARRIORS,70,112,55,112,1111,29,55,29,77,Lobby 5,Round_1,,,,
2.0,MonsTer Team,64,29,77,37,55,112,1111,37,66,Lobby 5,Round_1,,,,
3.0,Duty calls,47,54,55,29,77,73,55,54,1010,Lobby 5,Round_1,,,,
4.0,Lovely Venom,31,37,33,111,0,54,0,112,44,Lobby 5,Round_1,,,,
5.0,OF,22,45,33,82,11,63,22,63,33,Lobby 5,Round_1,,,,
6.0,NO MERCY,21,82,33,45,44,92,0,45,0,Lobby 5,Round_1,,,,
7.0,NÃO sei,20,73,0,63,0,37,55,92,0,Lobby 5,Round_1,,,,
8.0,CRUSHERS TEAM,15,102,0,92,0,45,22,82,22,Lobby 5,Round_1,,,,
