Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,WGGxPK,102,1,15,1,15,4,14,1,17
2.0,HOPE,48,2,11,3,9,2,1,9,0
3.0,HEHEHE,29,5,1,6,2,3,5,4,2
4.0,Bocah bar bar,29,8,0,2,0,9,2,3,7
5.0,"Etc, Etc",23,6,0,8,0,1,4,8,0
6.0,LAG,22,7,0,5,3,10,0,2,1
7.0,NMLS,17,3,5,11,1,11,1,11,0
8.0,Team eXplicit,15,4,0,7,0,6,0,5,0
9.0,DREAM,14,10,0,4,0,8,3,10,0
10.0,Nice Try,13,11,0,10,0,5,1,7,2
11.0,SkarptSinne,11,9,0,9,0,7,0,6,1
